0,1,2,3,4,5,6,7,target
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100.0,50.94
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.51
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.35
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.06
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.7
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.35
251.4,0.0,118.3,188.4,6.3,1028.4,757.7,3.0,13.12
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56.0,39.64
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100.0,52.96
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.35
218.8,0.0,124.1,158.5,11.3,1078.7,794.9,56.0,37.27
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.9
251.4,0.0,118.3,188.4,6.3,1028.4,757.7,14.0,24.43
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3.0,12.45
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.44
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.78
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56.0,39.59
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.89
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28.0,37.81
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56.0,42.7
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56.0,61.46
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.11
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3.0,8.49
251.4,0.0,118.3,188.4,5.8,1028.4,757.7,56.0,36.97
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53
251.4,0.0,118.3,188.4,6.3,1028.4,757.7,100.0,44.21
212.6,0.0,100.4,159.3,10.4,1003.8,903.8,28.0,37.4
167.9,42.1,163.8,121.8,5.7,1058.7,780.1,14.0,17.82
275.0,180.0,120.0,162.0,10.3,830.0,765.0,28.0,76.24
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.96
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56.0,38.33
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.76
