0,1,2,3,4,5,6,7,target
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56.0,35.85
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56.0,48.72
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,39.3
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.02
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28.0,28.02
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.66
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28.0,40.23
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.38
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.28
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.96
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.89
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,61.07
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56.0,61.99
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28.0,29.22
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.44
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56.0,42.03
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0,53.69
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.0
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100.0,56.81
168.9,42.2,124.2,158.3,10.8,1080.8,796.1,100.0,48.15
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.5
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100.0,50.08
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100.0,40.71
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0,44.3
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.23
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.39
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.96
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29
