0,1,2,3,4,5,6,7,target
72.68,73.324,1.0,0.403,2.355,1.424,4.0,1.0,2.572
0.0,0.0,0.0,1.115,1.0,0.588,0.0,0.0,4.632
41.57,57.28,1.0,3.18,3.292,1.014,2.0,0.0,4.992
29.46,53.683,1.0,1.629,2.353,1.2,0.0,0.0,2.614
114.76,56.999,1.0,-0.755,2.214,1.033,1.0,1.0,5.13
20.23,42.683,1.0,1.859,1.924,0.949,0.0,0.0,3.71
52.6,72.29,0.0,0.787,2.223,1.8,0.0,2.0,2.899
66.05,93.43,1.0,1.348,2.09,0.784,1.0,0.0,4.024
55.05,61.747,0.0,4.296,3.055,0.603,1.0,0.0,5.878
23.79,31.059,0.0,0.094,1.334,1.115,1.0,1.0,3.78
0.0,0.0,0.0,4.063,1.96,0.499,0.0,0.0,4.75
40.46,85.367,2.0,3.635,3.12,1.03,0.0,0.0,4.962
40.46,85.367,2.0,3.306,2.832,0.917,0.0,0.0,4.301
37.3,67.828,1.0,4.548,3.101,1.137,0.0,1.0,4.56
12.03,18.011,1.0,1.859,1.989,1.062,1.0,0.0,5.79
0.0,0.0,0.0,2.255,1.8,0.917,0.0,0.0,2.48
0.0,0.0,0.0,3.259,1.975,1.111,0.0,0.0,4.53
0.0,0.0,0.0,3.958,2.488,0.802,0.0,0.0,3.575
29.46,53.683,1.0,1.246,2.031,1.114,0.0,0.0,3.68
0.0,0.0,0.0,4.926,2.074,0.478,0.0,0.0,4.674
17.07,25.145,0.0,-0.317,1.155,1.74,0.0,0.0,0.55
26.02,32.897,2.0,2.193,2.056,0.992,1.0,0.0,6.13
122.22,155.543,2.0,1.406,3.511,1.456,5.0,2.0,2.593
88.03,86.378,2.0,2.273,2.575,1.159,5.0,0.0,3.63
0.0,0.0,0.0,2.226,1.509,0.826,0.0,0.0,2.608
20.23,42.683,1.0,4.833,2.913,1.229,0.0,0.0,6.36
0.0,0.0,0.0,6.47,2.805,0.469,0.0,0.0,8.78
37.3,67.828,1.0,3.23,2.63,1.166,0.0,1.0,4.355
336.43,551.098,16.0,-5.199,4.3,1.373,7.0,0.0,3.077
62.73,86.378,2.0,2.273,2.478,1.254,5.0,0.0,3.331
44.45,16.786,0.0,1.676,1.509,0.779,1.0,1.0,5.308
38.33,54.156,1.0,2.391,2.612,1.293,1.0,0.0,6.32
52.49,103.377,3.0,-0.917,1.84,1.75,1.0,0.0,2.957
111.87,144.177,1.0,1.395,2.334,0.716,2.0,0.0,4.606
45.82,50.747,0.0,2.842,2.154,0.726,1.0,0.0,4.268
20.23,42.683,1.0,3.617,2.074,0.34,0.0,0.0,6.11
23.55,31.394,0.0,0.16,1.7,2.092,2.0,0.0,1.601
12.89,16.786,0.0,2.66,2.408,0.976,1.0,0.0,3.618
