0,1,2,3,4,5,6,7,target
52.6,72.29,0.0,4.091,3.568,1.15,0.0,2.0,5.19
0.0,0.0,0.0,4.588,2.744,0.807,0.0,0.0,6.19
12.89,16.786,0.0,1.533,2.056,1.203,1.0,0.0,3.481
58.11,32.897,2.0,-0.317,1.225,0.575,1.0,1.0,3.638
29.1,43.156,1.0,3.076,2.438,0.773,1.0,1.0,4.714
45.61,28.269,0.0,3.012,2.557,0.901,1.0,0.0,6.458
0.0,0.0,0.0,4.416,2.57,0.723,0.0,0.0,5.422
166.75,250.102,6.0,1.632,5.369,1.145,6.0,4.0,4.27
114.19,100.652,3.0,0.821,3.06,1.082,6.0,1.0,2.533
59.32,78.204,0.0,4.832,4.074,0.962,1.0,2.0,8.582
17.07,25.145,0.0,0.094,1.334,1.328,0.0,0.0,5.993
45.82,50.747,0.0,2.509,2.09,0.617,1.0,0.0,3.64
95.96,6.249,0.0,0.454,2.072,0.8,2.0,0.0,4.858
50.94,76.132,1.0,3.77,3.091,1.081,3.0,0.0,4.01
54.57,41.028,0.0,1.246,2.086,1.875,0.0,0.0,9.099
26.02,32.897,2.0,2.729,1.975,0.462,1.0,0.0,5.43
100.39,91.775,0.0,2.682,2.903,1.823,1.0,0.0,9.141
40.46,85.367,2.0,0.706,1.689,1.594,0.0,0.0,1.22
0.0,0.0,0.0,3.259,1.975,1.111,0.0,0.0,4.53
28.24,0.0,0.0,3.169,2.238,0.711,0.0,0.0,4.025
45.82,50.747,0.0,2.574,2.141,1.014,1.0,0.0,4.558
17.07,25.145,0.0,1.442,1.509,1.157,0.0,1.0,2.576
0.0,0.0,0.0,3.562,2.281,1.15,0.0,0.0,5.548
50.24,26.663,0.0,3.247,2.789,1.206,1.0,1.0,6.074
43.37,61.29,0.0,3.626,3.373,1.111,0.0,1.0,5.541
118.22,238.562,5.0,2.201,3.83,1.214,0.0,0.0,6.424
23.47,45.808,1.0,-0.081,1.577,2.001,1.0,0.0,2.959
103.67,119.505,1.0,3.546,2.847,1.211,3.0,0.0,3.725
22.0,73.15,0.0,3.983,3.431,0.951,1.0,0.0,4.9
70.14,50.908,3.0,0.59,1.909,0.907,2.0,0.0,3.85
46.53,78.828,1.0,2.378,2.472,0.988,0.0,1.0,3.474
12.03,18.011,1.0,0.817,1.8,1.488,1.0,0.0,3.93
20.23,42.683,1.0,2.193,1.975,1.02,0.0,0.0,4.765
38.33,54.156,1.0,2.391,2.612,1.293,1.0,0.0,6.32
0.0,0.0,0.0,2.746,1.667,1.4,0.0,0.0,3.809
45.82,50.747,0.0,3.11,2.165,0.478,1.0,0.0,4.434
347.32,571.952,18.0,-6.446,4.624,1.39,5.0,0.0,3.088
23.55,31.394,0.0,0.16,1.7,2.092,2.0,0.0,1.601
68.01,92.593,3.0,-0.283,2.17,0.893,3.0,1.0,3.775
77.76,153.195,3.0,0.559,2.137,0.767,0.0,0.0,3.669
26.02,32.897,2.0,2.193,2.031,0.992,1.0,0.0,4.179
38.33,54.156,1.0,2.222,2.725,1.012,1.0,0.0,5.942
41.13,61.166,2.0,-1.095,1.726,1.463,2.0,0.0,1.188
0.0,0.0,0.0,2.734,1.857,0.831,0.0,0.0,3.89
20.23,42.683,1.0,3.314,2.027,0.409,0.0,0.0,5.461
60.98,61.404,0.0,3.429,2.749,1.08,0.0,0.0,5.3
67.51,103.973,1.0,3.204,3.344,0.938,0.0,1.0,2.955
63.22,80.144,0.0,1.936,3.852,1.151,0.0,0.0,8.028
0.0,0.0,0.0,4.76,2.859,0.7,0.0,0.0,6.173
9.23,11.0,0.0,3.275,2.727,0.874,0.0,0.0,3.953
115.38,179.269,3.0,1.228,3.039,0.787,2.0,1.0,3.025
29.46,53.683,1.0,-0.081,1.678,1.952,0.0,0.0,1.07
80.74,61.166,2.0,-0.31,1.918,0.578,2.0,1.0,4.221
86.52,117.437,2.0,2.031,2.679,1.198,6.0,1.0,6.447
52.6,72.29,0.0,0.787,2.223,1.8,0.0,2.0,2.899
0.0,0.0,0.0,4.332,2.7,0.758,0.0,0.0,5.406
74.57,132.193,2.0,1.671,3.501,1.095,3.0,1.0,3.742
0.0,0.0,0.0,3.374,2.075,1.204,0.0,0.0,3.792
12.03,18.011,1.0,1.859,1.989,1.062,1.0,0.0,5.79
26.3,36.145,0.0,0.586,1.577,1.881,0.0,1.0,2.09
47.36,21.135,1.0,0.18,1.627,1.051,2.0,0.0,2.188
0.0,0.0,0.0,2.851,1.989,0.938,0.0,0.0,3.533
0.0,0.0,0.0,4.416,2.591,0.723,0.0,0.0,5.641
35.25,43.897,2.0,1.246,2.056,1.081,1.0,0.0,5.571
46.15,54.999,0.0,2.11,3.866,1.521,0.0,0.0,5.291
20.23,42.683,1.0,3.921,2.494,1.229,0.0,0.0,6.36
34.14,50.29,0.0,2.233,2.415,0.866,0.0,0.0,5.545
182.91,301.147,4.0,0.036,4.758,1.584,1.0,1.0,4.602
0.0,0.0,0.0,6.232,2.766,0.493,0.0,0.0,7.509
38.69,64.683,1.0,-0.129,2.15,1.971,0.0,0.0,1.53
102.78,20.263,0.0,3.322,2.901,0.874,0.0,0.0,7.676
20.31,28.269,0.0,2.821,2.502,1.283,1.0,1.0,3.078
12.53,11.0,0.0,4.214,2.687,0.504,0.0,0.0,6.21
91.64,101.494,0.0,1.886,2.287,0.769,2.0,0.0,3.591
47.58,62.119,0.0,3.133,2.324,0.467,2.0,2.0,6.21
94.89,20.765,0.0,2.492,2.659,1.194,0.0,0.0,6.79
0.0,0.0,0.0,3.558,1.978,1.0,0.0,0.0,6.72
121.26,6.249,0.0,0.454,2.227,0.677,2.0,0.0,6.059
26.02,32.897,2.0,1.859,1.918,0.917,1.0,0.0,5.168
56.15,36.022,2.0,1.971,2.472,1.144,2.0,0.0,3.52
46.53,78.828,1.0,2.758,2.856,1.022,0.0,1.0,3.794
91.64,101.494,0.0,2.239,2.296,0.884,2.0,0.0,5.441
69.48,142.262,0.0,4.096,3.884,1.169,2.0,1.0,5.742
0.0,0.0,0.0,5.472,2.657,0.577,0.0,0.0,6.67
45.34,34.106,0.0,1.297,2.042,1.933,0.0,0.0,2.829
84.32,125.108,2.0,0.139,2.748,1.267,2.0,1.0,2.359
40.46,85.367,2.0,3.306,2.832,0.917,0.0,0.0,4.301
21.26,29.011,1.0,2.826,2.709,1.184,1.0,0.0,5.036
0.0,0.0,0.0,5.469,2.573,0.465,0.0,0.0,6.623
3.24,3.124,0.0,4.761,3.273,1.052,1.0,0.0,5.551
45.82,50.747,0.0,3.11,2.16,0.478,1.0,0.0,4.66
126.44,152.848,3.0,-0.172,2.629,1.025,4.0,0.0,3.839
104.06,189.34,3.0,1.929,3.197,1.021,0.0,2.0,4.187
61.82,73.324,0.0,0.736,2.405,1.546,4.0,1.0,3.028
0.0,0.0,0.0,4.063,1.96,0.499,0.0,0.0,4.75
44.45,16.786,0.0,3.265,2.134,0.637,1.0,1.0,6.131
278.8,413.191,5.0,-0.321,6.439,1.557,11.0,11.0,4.779
55.05,61.747,0.0,4.296,3.055,0.603,1.0,0.0,5.878
44.45,16.786,0.0,3.648,2.427,0.757,1.0,1.0,6.099
76.43,6.922,0.0,2.723,2.553,0.835,0.0,0.0,7.483
0.0,0.0,0.0,3.259,2.048,1.111,0.0,0.0,3.772
0.0,0.0,0.0,2.226,1.509,0.826,0.0,0.0,2.608
0.0,0.0,0.0,3.477,1.857,1.429,0.0,0.0,4.819
114.76,56.999,1.0,-0.755,2.214,1.033,1.0,1.0,5.13
37.3,67.828,1.0,2.06,2.06,1.529,0.0,1.0,3.08
75.99,73.774,1.0,0.057,2.093,1.123,2.0,1.0,6.964
0.0,0.0,0.0,4.76,2.868,0.7,0.0,0.0,6.281
20.23,42.683,1.0,2.637,2.344,0.758,0.0,0.0,4.61
17.07,25.145,0.0,4.912,2.659,0.491,0.0,0.0,6.394
0.0,0.0,0.0,3.478,1.918,0.575,0.0,0.0,4.304
52.6,72.29,0.0,6.338,4.16,1.402,0.0,2.0,6.194
0.0,0.0,0.0,3.795,1.975,0.657,0.0,0.0,5.42
9.23,11.0,0.0,1.587,1.84,1.05,0.0,0.0,2.778
40.46,85.367,2.0,3.956,3.123,0.959,0.0,0.0,5.37
88.9,33.571,0.0,4.405,2.456,0.568,2.0,2.0,6.399
56.15,36.022,2.0,3.112,2.997,0.701,2.0,0.0,3.531
52.04,65.794,4.0,-1.053,1.334,1.61,2.0,0.0,3.358
57.28,71.694,3.0,2.124,3.455,1.069,2.0,0.0,4.305
52.04,65.794,4.0,0.893,1.918,0.732,2.0,0.0,4.263
0.0,0.0,0.0,2.604,1.559,0.664,0.0,0.0,3.655
52.6,72.29,0.0,2.005,2.468,1.281,0.0,2.0,3.77
45.61,28.269,0.0,1.579,2.397,1.162,1.0,0.0,4.437
20.23,42.683,1.0,2.274,2.005,1.596,0.0,0.0,3.115
71.84,83.644,2.0,1.969,2.168,0.531,2.0,0.0,4.489
88.03,86.378,2.0,3.185,2.93,1.13,5.0,0.0,4.485
38.8,0.0,1.0,0.845,1.155,1.177,0.0,0.0,5.562
41.13,61.166,2.0,3.988,3.169,0.627,2.0,0.0,7.478
9.23,11.0,0.0,4.19,2.225,0.58,0.0,0.0,7.012
58.2,116.232,2.0,3.508,3.281,0.803,2.0,1.0,7.802
13.14,9.507,0.0,2.859,2.614,0.827,0.0,0.0,4.995
9.23,11.0,0.0,0.8,1.509,2.003,0.0,0.0,1.73
0.0,0.0,0.0,4.634,2.027,0.461,0.0,0.0,4.874
39.94,104.289,0.0,4.281,3.357,1.002,3.0,0.0,4.713
