0,1,2,3,4,5,6,7,target
69.48,142.262,0.0,4.096,3.884,1.169,2.0,1.0,5.742
0.0,0.0,0.0,2.226,1.509,0.826,0.0,0.0,2.608
120.73,148.22,1.0,0.096,2.964,1.16,4.0,1.0,3.508
70.14,50.908,3.0,1.294,2.203,0.591,2.0,0.0,3.476
64.63,90.3,1.0,1.651,2.785,1.346,1.0,2.0,3.072
66.05,93.43,1.0,1.348,2.119,0.784,1.0,0.0,4.016
86.81,121.412,3.0,0.709,2.938,1.416,2.0,0.0,2.958
84.58,129.736,4.0,0.925,3.178,1.263,2.0,1.0,3.902
55.05,61.747,0.0,4.296,3.055,0.603,1.0,0.0,5.878
26.02,32.897,2.0,2.127,1.918,0.597,1.0,0.0,6.108
0.0,0.0,0.0,6.47,2.805,0.469,0.0,0.0,8.78
20.23,42.683,1.0,3.617,2.074,0.34,0.0,0.0,6.11
68.01,92.593,3.0,-0.283,2.17,0.893,3.0,1.0,3.775
0.0,0.0,0.0,3.516,1.678,1.667,0.0,0.0,4.34
26.3,36.145,0.0,0.586,1.577,1.881,0.0,1.0,2.09
37.3,67.828,1.0,1.667,2.031,0.867,0.0,0.0,4.462
38.33,54.156,1.0,2.391,2.612,1.293,1.0,0.0,6.32
94.83,178.34,3.0,1.661,3.391,0.942,0.0,0.0,3.961
29.46,53.683,1.0,1.629,2.353,1.2,0.0,0.0,2.614
88.9,33.571,0.0,4.405,2.456,0.568,2.0,2.0,6.399
26.3,36.145,0.0,2.754,2.454,1.421,0.0,1.0,4.886
30.21,36.145,0.0,2.265,2.344,0.923,0.0,1.0,4.032
0.0,0.0,0.0,2.942,1.924,1.063,0.0,0.0,3.524
12.89,16.786,0.0,1.533,2.056,1.203,1.0,0.0,3.481
107.65,178.917,0.0,4.219,3.945,1.078,1.0,2.0,5.03
57.28,71.694,3.0,2.124,3.455,1.069,2.0,0.0,4.305
20.23,42.683,1.0,2.193,1.96,1.02,0.0,0.0,4.038
86.34,105.331,1.0,1.616,2.97,0.983,5.0,0.0,4.168
20.23,42.683,1.0,3.314,2.031,0.409,0.0,0.0,4.864
84.13,65.794,4.0,-1.434,1.225,0.335,2.0,0.0,3.884
47.36,21.135,1.0,0.18,1.627,1.051,2.0,0.0,2.188
0.0,0.0,0.0,2.226,1.265,2.5,0.0,0.0,3.643
57.53,110.512,2.0,3.31,3.267,1.169,0.0,0.0,4.535
42.52,44.313,0.0,4.746,2.905,0.916,0.0,0.0,4.711
20.23,42.683,1.0,3.314,2.027,0.409,0.0,0.0,5.461
39.72,65.971,1.0,3.289,3.767,1.129,1.0,0.0,5.754
44.45,16.786,0.0,2.539,1.84,0.92,1.0,1.0,5.429
44.45,16.786,0.0,1.157,1.334,0.685,1.0,1.0,5.418
0.0,0.0,0.0,1.817,1.225,0.502,0.0,0.0,3.254
3.24,3.124,0.0,9.148,5.497,1.559,1.0,0.0,5.96
121.26,6.249,0.0,1.761,2.66,0.779,2.0,0.0,5.976
29.54,39.269,0.0,3.026,2.828,1.243,1.0,1.0,4.339
182.91,301.147,4.0,0.036,4.758,1.584,1.0,1.0,4.602
13.14,9.507,0.0,3.743,2.995,0.783,0.0,0.0,4.737
79.63,77.875,2.0,1.326,3.024,1.126,5.0,0.0,5.054
20.23,42.683,1.0,2.729,1.975,0.5,0.0,0.0,4.797
3.24,3.124,0.0,4.761,3.273,1.052,1.0,0.0,5.551
0.0,0.0,0.0,3.267,2.119,1.25,0.0,0.0,4.867
0.0,59.84,0.0,1.817,1.43,1.988,0.0,0.0,2.018
