0,1,2,3,4,5,6,7,target
54.57,41.028,0.0,5.65,4.026,1.575,0.0,0.0,7.1
59.32,78.204,0.0,3.907,3.934,0.908,1.0,2.0,9.063
20.23,42.683,1.0,2.193,1.96,1.02,0.0,0.0,4.038
0.0,0.0,0.0,5.472,2.676,0.577,0.0,0.0,5.64
41.57,57.28,1.0,0.734,2.548,1.853,2.0,0.0,3.25
0.0,0.0,0.0,2.459,1.475,1.5,0.0,0.0,4.002
52.6,72.29,0.0,6.338,4.16,1.402,0.0,2.0,6.194
13.14,9.507,0.0,3.743,2.995,0.783,0.0,0.0,4.737
45.61,28.269,0.0,1.971,2.294,1.275,1.0,0.0,4.608
90.51,65.67,1.0,-0.759,1.929,1.402,1.0,1.0,4.107
0.0,0.0,0.0,2.942,1.924,1.063,0.0,0.0,3.524
0.0,0.0,0.0,3.478,1.908,0.575,0.0,0.0,4.787
17.07,25.145,0.0,1.442,1.84,1.58,0.0,0.0,4.039
0.0,0.0,0.0,2.638,1.401,0.632,0.0,0.0,4.33
115.41,71.512,0.0,1.919,2.72,1.291,1.0,0.0,7.671
52.6,72.29,0.0,4.091,3.568,1.15,0.0,2.0,5.19
58.92,107.366,2.0,-0.937,2.299,1.936,0.0,0.0,0.46
26.02,32.897,2.0,2.729,1.975,0.462,1.0,0.0,5.43
75.27,111.456,2.0,0.779,2.709,1.029,2.0,2.0,2.201
34.14,50.29,0.0,0.076,1.84,1.493,0.0,0.0,3.788
12.03,18.011,1.0,1.587,1.654,1.732,1.0,0.0,2.352
26.02,32.897,2.0,2.193,2.031,0.992,1.0,0.0,4.179
42.52,44.313,0.0,1.473,2.241,1.158,0.0,0.0,4.072
107.65,178.917,0.0,4.219,3.945,1.078,1.0,2.0,5.03
32.67,45.055,0.0,3.355,3.097,0.889,2.0,1.0,4.821
0.0,0.0,0.0,6.47,2.805,0.469,0.0,0.0,8.78
0.0,0.0,0.0,2.226,1.401,0.826,0.0,0.0,3.339
47.58,62.119,0.0,3.133,2.324,0.467,2.0,2.0,6.21
121.26,6.249,0.0,2.869,3.095,0.862,2.0,0.0,6.188
3.24,3.124,0.0,9.148,5.497,1.559,1.0,0.0,5.96
0.0,0.0,0.0,2.734,1.857,0.831,0.0,0.0,3.89
29.46,53.683,1.0,1.246,2.046,1.114,0.0,0.0,3.48
30.18,48.531,0.0,4.27,3.354,0.867,3.0,0.0,6.212
20.23,42.683,1.0,0.347,1.334,1.768,0.0,0.0,0.935
16.13,19.91,0.0,1.272,2.473,1.256,2.0,0.0,4.733
35.25,43.897,2.0,1.246,2.046,1.081,1.0,0.0,5.642
32.67,47.536,0.0,3.223,2.773,0.881,2.0,0.0,4.403
37.3,67.828,1.0,1.667,2.031,0.867,0.0,0.0,4.462
9.23,11.0,0.0,3.275,2.727,0.874,0.0,0.0,3.953
52.6,72.29,0.0,4.737,3.907,1.595,0.0,2.0,5.749
138.45,281.245,6.0,1.442,3.878,1.205,0.0,0.0,5.291
66.05,93.43,1.0,1.348,2.119,0.784,1.0,0.0,4.016
20.23,42.683,1.0,3.617,2.074,0.34,0.0,0.0,5.76
64.18,0.0,0.0,-0.049,1.155,1.5,0.0,1.0,4.56
0.0,0.0,0.0,4.063,1.975,0.499,0.0,0.0,4.83
77.76,153.195,3.0,0.559,2.137,0.767,0.0,0.0,3.669
91.49,117.376,5.0,-0.329,1.868,1.621,5.0,0.0,1.983
0.0,0.0,0.0,2.746,1.667,1.4,0.0,0.0,3.809
60.13,76.448,0.0,2.288,2.848,1.591,4.0,0.0,3.22
34.14,50.29,0.0,1.415,2.074,1.108,0.0,0.0,5.001
22.0,73.15,0.0,3.983,3.431,0.951,1.0,0.0,4.9
