0,1,2,3,4,5,6,7,target
9.23,11.0,0.0,5.453,2.887,0.495,0.0,0.0,6.723
43.09,58.042,2.0,2.481,2.133,0.506,1.0,1.0,2.348
96.3,102.044,1.0,-0.463,2.434,1.256,3.0,2.0,5.12
26.3,36.145,0.0,2.754,2.454,1.421,0.0,1.0,4.886
56.79,76.155,1.0,1.064,2.72,1.346,1.0,0.0,6.883
0.0,0.0,0.0,5.469,2.573,0.465,0.0,0.0,6.623
12.89,16.786,0.0,2.066,2.284,0.867,1.0,0.0,3.711
26.02,32.897,2.0,0.202,1.334,1.347,1.0,0.0,3.133
46.53,78.828,1.0,2.086,2.455,0.941,0.0,1.0,3.047
94.88,149.498,0.0,4.207,3.047,1.283,3.0,0.0,6.24
35.53,47.145,0.0,3.967,3.368,1.533,0.0,1.0,5.475
38.69,64.683,1.0,0.224,2.108,1.904,0.0,0.0,1.888
0.0,0.0,0.0,2.746,1.667,1.4,0.0,0.0,3.809
70.14,50.908,3.0,1.294,2.203,0.591,2.0,0.0,3.476
0.0,0.0,0.0,3.562,2.281,1.15,0.0,0.0,5.548
45.61,28.269,0.0,3.092,2.814,0.948,1.0,0.0,5.548
87.08,111.608,1.0,1.749,3.666,1.085,3.0,0.0,4.225
26.02,32.897,2.0,1.859,1.908,0.917,1.0,0.0,5.312
62.73,86.378,2.0,2.273,2.478,1.254,5.0,0.0,3.331
45.82,50.747,0.0,2.509,2.108,0.617,1.0,0.0,3.84
34.14,50.29,0.0,0.076,1.654,1.493,0.0,0.0,3.323
17.07,25.145,0.0,0.094,1.334,1.328,0.0,0.0,5.993
115.47,84.479,4.0,0.038,2.278,0.544,5.0,1.0,4.006
79.93,16.786,1.0,1.769,2.239,0.793,1.0,0.0,4.494
0.0,0.0,0.0,5.989,2.758,0.529,0.0,0.0,8.16
26.02,32.897,2.0,3.314,2.031,0.366,1.0,0.0,4.761
52.6,72.29,0.0,2.577,2.707,1.313,0.0,2.0,3.603
133.44,75.193,0.0,0.906,3.034,0.941,3.0,1.0,7.858
0.0,44.88,0.0,2.419,1.509,0.731,0.0,0.0,3.954
26.02,32.897,2.0,2.193,2.031,0.992,1.0,0.0,4.179
17.07,25.145,0.0,0.202,1.225,1.66,0.0,0.0,0.673
0.0,0.0,0.0,2.608,1.857,1.0,0.0,0.0,3.002
0.0,0.0,0.0,4.76,2.859,0.7,0.0,0.0,6.173
24.06,35.776,2.0,3.326,2.837,0.849,2.0,0.0,4.651
92.14,107.097,1.0,4.275,4.174,1.174,1.0,1.0,4.112
54.57,41.028,0.0,3.742,3.136,1.773,0.0,0.0,6.042
35.25,43.897,2.0,1.246,2.056,1.081,1.0,0.0,5.571
80.74,61.166,2.0,-0.31,1.918,0.578,2.0,1.0,4.221
56.15,36.022,2.0,-0.273,1.559,0.876,2.0,0.0,3.825
0.0,0.0,0.0,4.332,2.727,0.758,0.0,0.0,6.7
0.0,0.0,0.0,2.604,1.475,0.505,0.0,0.0,3.46
50.94,76.132,1.0,3.77,3.091,1.081,3.0,0.0,4.01
3.24,3.124,0.0,4.48,3.258,1.31,1.0,0.0,5.721
12.89,16.786,0.0,1.533,2.056,1.203,1.0,0.0,3.481
193.91,332.83,5.0,-0.139,4.73,1.551,1.0,1.0,3.277
26.02,32.897,2.0,1.506,1.857,0.815,1.0,0.0,5.371
26.3,81.025,0.0,5.4,3.936,0.991,0.0,1.0,8.112
20.31,28.269,0.0,2.821,2.502,1.283,1.0,1.0,3.078
45.61,28.269,0.0,1.971,2.294,1.275,1.0,0.0,4.608
56.15,36.022,2.0,-0.665,1.726,0.676,2.0,0.0,3.589
0.0,0.0,0.0,2.604,1.43,0.505,0.0,0.0,3.842
40.46,85.367,2.0,5.255,3.001,0.485,0.0,0.0,4.838
28.24,0.0,0.0,4.76,2.995,0.65,0.0,0.0,6.027
54.74,39.247,0.0,3.115,2.706,0.946,0.0,0.0,6.075
12.89,16.786,0.0,0.468,1.8,1.038,1.0,0.0,1.815
