0,1,2,3,4,5,target
-5.0,0.6,4.78,4.24,3.15,0.225,1.13
-2.4,0.585,4.78,3.84,3.32,0.2,0.97
-2.3,0.569,4.78,3.04,3.64,0.425,35.01
-5.0,0.6,4.78,4.24,3.15,0.35,8.62
-2.4,0.574,4.36,3.96,2.76,0.4,21.51
-2.3,0.568,4.78,3.99,3.17,0.3,3.76
-2.3,0.564,5.1,3.95,3.53,0.2,0.93
0.0,0.565,5.1,3.94,3.51,0.375,14.24
-2.4,0.574,4.36,3.96,2.76,0.3,3.99
-2.3,0.569,4.78,3.04,3.64,0.25,1.59
-2.2,0.546,4.78,4.13,3.07,0.225,1.24
-5.0,0.53,4.78,3.75,3.15,0.4,23.55
-2.2,0.546,4.78,4.13,3.07,0.45,53.07
-2.4,0.568,4.34,2.98,3.15,0.425,34.5
-2.3,0.565,4.78,5.35,2.76,0.25,1.99
-2.4,0.574,4.36,3.96,2.76,0.275,2.83
0.0,0.53,4.78,3.75,3.15,0.225,1.37
-2.3,0.565,4.78,5.35,2.76,0.2,0.86
0.0,0.6,4.78,4.24,3.15,0.25,2.16
-2.3,0.6,5.1,4.17,3.51,0.25,1.96
-2.3,0.6,4.34,4.23,2.73,0.175,0.36
-2.3,0.6,5.1,4.17,3.51,0.35,8.68
-2.3,0.53,4.34,2.81,3.15,0.15,0.17
-2.3,0.53,4.34,2.81,3.15,0.275,2.05
-2.3,0.6,4.34,4.23,2.73,0.275,2.63
-2.3,0.562,5.14,4.95,3.17,0.425,32.34
-2.4,0.568,4.34,2.98,3.15,0.225,1.09
-2.3,0.6,4.34,4.23,2.73,0.375,12.27
0.0,0.6,4.78,4.24,3.15,0.2,0.73
-2.3,0.53,4.34,2.81,3.15,0.2,0.63
-5.0,0.565,4.77,3.99,3.15,0.25,1.83
-2.4,0.585,4.78,3.84,3.32,0.45,44.38
-2.3,0.569,4.78,3.04,3.64,0.375,11.99
-5.0,0.565,5.1,3.94,3.51,0.3,3.85
0.0,0.53,4.78,3.75,3.15,0.45,60.85
-2.3,0.6,4.34,4.23,2.73,0.35,8.47
-2.3,0.564,5.1,3.95,3.53,0.175,0.65
-2.3,0.53,4.34,2.81,3.15,0.175,0.35
-5.0,0.565,5.1,3.94,3.51,0.375,12.4
-2.3,0.568,4.78,3.99,3.17,0.2,0.78
0.0,0.6,4.78,4.24,3.15,0.4,23.15
-5.0,0.565,4.77,3.99,3.15,0.15,0.18
0.0,0.565,4.77,3.99,3.15,0.425,38.12
-2.2,0.546,4.78,4.13,3.07,0.35,7.37
-2.4,0.568,4.34,2.98,3.15,0.45,54.23
0.0,0.53,4.78,3.75,3.15,0.325,5.45
-2.4,0.568,4.34,2.98,3.15,0.375,11.56
-2.3,0.565,4.78,5.35,2.76,0.15,0.29
