0,1,2,3,4,5,6,7,target
52.33,62.438,0.0,0.567,2.239,1.542,1.0,1.0,2.668
20.23,42.683,1.0,3.314,2.031,0.409,0.0,0.0,4.864
38.69,64.683,1.0,0.224,2.108,1.904,0.0,0.0,1.888
20.23,42.683,1.0,3.314,2.027,0.409,0.0,0.0,4.495
121.26,6.249,0.0,1.761,2.66,0.779,2.0,0.0,5.976
73.22,61.166,2.0,-1.202,1.795,0.599,2.0,1.0,3.769
115.41,71.512,0.0,1.919,2.72,1.291,1.0,0.0,7.671
71.84,83.644,2.0,1.969,2.168,0.531,2.0,0.0,4.489
0.0,0.0,0.0,4.203,1.997,1.625,0.0,0.0,5.47
54.57,41.028,0.0,4.789,3.58,1.505,0.0,0.0,5.512
0.0,0.0,0.0,2.604,1.475,0.505,0.0,0.0,3.46
20.23,42.683,1.0,1.859,1.908,0.949,0.0,0.0,3.863
40.46,85.367,2.0,-1.053,1.334,1.827,0.0,0.0,0.122
45.82,50.747,0.0,2.574,2.168,1.014,1.0,0.0,3.978
0.0,0.0,0.0,2.226,1.265,2.5,0.0,0.0,3.643
0.0,0.0,0.0,4.823,2.299,1.6,0.0,0.0,5.299
7.76,0.0,0.0,2.122,2.7,1.053,2.0,0.0,5.01
44.45,16.786,0.0,1.157,1.334,0.685,1.0,1.0,5.418
0.0,0.0,0.0,4.634,2.027,0.461,0.0,0.0,4.874
37.3,67.828,1.0,3.23,2.63,1.166,0.0,1.0,4.355
0.0,0.0,0.0,3.478,1.908,0.575,0.0,0.0,4.787
75.99,73.774,1.0,0.787,2.266,1.185,2.0,0.0,5.551
20.23,42.683,1.0,2.193,1.975,1.02,0.0,0.0,4.765
96.3,102.044,1.0,-0.463,2.434,1.256,3.0,2.0,5.12
74.6,135.657,2.0,-0.45,1.823,1.075,0.0,2.0,2.764
75.39,67.204,0.0,2.981,2.784,1.072,1.0,2.0,6.475
180.08,310.81,5.0,0.143,4.805,1.597,2.0,1.0,3.795
39.94,104.289,0.0,4.281,3.357,1.002,3.0,0.0,4.713
28.24,0.0,0.0,2.851,2.176,0.656,0.0,0.0,3.357
41.57,57.28,1.0,1.838,2.611,1.175,2.0,0.0,3.155
46.53,78.828,1.0,2.378,2.472,0.988,0.0,1.0,3.474
84.58,129.736,4.0,0.925,3.178,1.263,2.0,1.0,3.902
54.57,41.028,0.0,3.234,2.901,1.984,0.0,0.0,4.862
26.02,32.897,2.0,2.729,1.975,0.462,1.0,0.0,5.437
20.23,42.683,1.0,2.127,1.924,0.633,0.0,0.0,4.426
0.0,0.0,0.0,3.259,2.048,1.111,0.0,0.0,3.772
107.02,52.33,0.0,0.64,2.614,1.233,1.0,0.0,5.762
45.82,50.747,0.0,2.574,2.141,1.014,1.0,0.0,4.558
54.57,41.028,0.0,5.65,4.026,1.575,0.0,0.0,7.1
115.47,84.479,4.0,0.038,2.278,0.544,5.0,1.0,4.006
0.0,0.0,0.0,2.734,1.857,0.831,0.0,0.0,3.89
120.73,148.22,1.0,0.096,2.964,1.16,4.0,1.0,3.508
49.33,85.839,2.0,1.06,2.272,1.007,1.0,1.0,4.216
110.96,13.843,0.0,3.089,3.015,0.889,0.0,0.0,6.442
237.75,223.047,8.0,0.083,3.249,1.04,7.0,1.0,2.928
29.46,53.683,1.0,3.842,2.887,0.614,0.0,0.0,6.109
49.33,85.839,2.0,3.988,3.047,0.694,1.0,1.0,4.121
45.82,50.747,0.0,2.842,2.141,0.726,1.0,0.0,4.611
35.25,43.897,2.0,1.246,2.046,1.081,1.0,0.0,5.642
0.0,0.0,0.0,2.957,1.509,0.533,0.0,0.0,4.186
32.67,47.536,0.0,3.223,2.773,0.881,2.0,0.0,4.403
86.34,105.331,1.0,1.616,2.97,0.983,5.0,0.0,4.168
12.53,11.0,0.0,-0.564,1.5,1.733,0.0,0.0,2.332
59.32,78.204,0.0,3.907,3.934,0.908,1.0,2.0,9.063
336.43,551.098,16.0,-5.199,4.3,1.373,7.0,0.0,3.077
38.8,0.0,1.0,0.845,1.155,1.177,0.0,0.0,5.562
37.3,67.828,1.0,4.548,3.101,1.137,0.0,1.0,4.56
28.24,0.0,0.0,4.76,2.995,0.65,0.0,0.0,6.027
0.0,0.0,0.0,5.453,2.837,0.735,0.0,0.0,6.858
40.46,85.367,2.0,3.956,3.123,0.959,0.0,0.0,5.37
47.58,62.119,0.0,3.133,2.324,0.467,2.0,2.0,6.21
45.82,50.747,0.0,1.887,2.048,0.842,1.0,0.0,3.615
0.0,0.0,0.0,5.472,2.657,0.577,0.0,0.0,6.67
26.02,32.897,2.0,3.617,2.074,0.288,1.0,0.0,5.559
41.13,61.166,2.0,3.988,3.169,0.627,2.0,0.0,7.478
26.3,36.145,0.0,0.996,1.723,1.805,0.0,1.0,2.827
12.53,11.0,0.0,1.533,2.274,1.026,0.0,0.0,4.018
20.23,42.683,1.0,1.94,1.997,1.61,0.0,0.0,3.226
0.0,0.0,0.0,3.958,2.488,0.802,0.0,0.0,3.575
52.6,72.29,0.0,4.091,3.568,1.15,0.0,2.0,5.19
0.0,0.0,0.0,5.124,2.515,0.456,0.0,0.0,6.777
52.6,72.29,0.0,2.577,2.707,1.313,0.0,2.0,3.603
93.21,118.087,1.0,-0.147,2.355,1.644,2.0,0.0,5.9
91.64,101.494,0.0,1.886,2.287,0.769,2.0,0.0,3.591
20.23,42.683,1.0,1.209,1.43,0.476,0.0,0.0,3.002
12.53,11.0,0.0,4.452,2.716,0.49,0.0,0.0,5.513
0.0,0.0,0.0,6.47,2.805,0.469,0.0,0.0,8.78
0.0,0.0,0.0,4.416,2.57,0.723,0.0,0.0,5.422
0.0,0.0,0.0,3.478,1.918,0.575,0.0,0.0,4.304
71.06,94.289,0.0,0.977,3.191,1.146,0.0,0.0,2.506
138.45,281.245,6.0,1.442,3.878,1.205,0.0,0.0,5.291
56.79,76.155,1.0,1.064,2.72,1.346,1.0,0.0,6.883
59.32,78.204,0.0,4.115,3.934,0.76,1.0,2.0,10.047
12.89,16.786,0.0,0.468,1.8,1.038,1.0,0.0,1.815
44.45,16.786,0.0,3.265,2.134,0.637,1.0,1.0,6.131
129.62,165.834,6.0,2.703,3.078,0.775,7.0,0.0,4.404
0.0,0.0,0.0,4.092,2.12,0.53,0.0,0.0,5.389
26.02,32.897,2.0,2.127,1.908,0.597,1.0,0.0,5.19
103.56,133.775,0.0,3.168,4.055,1.153,3.0,2.0,6.389
100.87,112.494,0.0,3.275,2.661,1.243,2.0,0.0,5.636
59.32,78.204,0.0,4.794,3.99,0.645,1.0,2.0,9.945
110.45,141.047,1.0,2.767,3.488,1.216,2.0,2.0,4.071
29.46,53.683,1.0,1.629,2.353,1.2,0.0,0.0,2.614
60.98,61.404,0.0,3.429,2.749,1.08,0.0,0.0,5.3
0.0,0.0,0.0,4.416,2.591,0.723,0.0,0.0,5.641
58.92,107.366,2.0,-0.937,2.299,1.936,0.0,0.0,0.46
0.0,0.0,0.0,1.817,1.334,0.718,0.0,0.0,2.49
0.0,0.0,0.0,4.332,2.7,0.758,0.0,0.0,5.406
90.51,65.67,1.0,-0.759,1.929,1.402,1.0,1.0,4.107
61.35,36.022,2.0,-0.273,1.475,0.876,2.0,0.0,3.392
20.23,42.683,1.0,2.461,1.975,0.737,0.0,0.0,4.852
121.26,6.249,0.0,0.454,2.227,0.677,2.0,0.0,6.059
64.16,92.47,0.0,3.613,4.245,1.175,4.0,2.0,4.835
9.23,11.0,0.0,4.068,2.758,0.695,0.0,0.0,5.979
91.49,117.376,5.0,-0.329,1.868,1.621,5.0,0.0,1.983
0.0,0.0,0.0,2.638,1.401,0.632,0.0,0.0,4.33
17.07,25.145,0.0,1.442,1.509,1.157,0.0,1.0,2.576
181.62,324.873,7.0,-0.392,3.629,0.863,2.0,1.0,3.573
0.0,14.96,0.0,2.026,1.265,0.722,0.0,0.0,3.577
17.07,25.145,0.0,-0.317,1.155,1.74,0.0,0.0,0.55
65.57,76.79,1.0,0.489,1.999,1.533,0.0,0.0,7.699
0.0,0.0,0.0,3.267,2.318,0.963,0.0,0.0,4.1
75.27,111.456,2.0,0.779,2.709,1.029,2.0,2.0,2.201
12.89,16.786,0.0,2.66,2.408,0.976,1.0,0.0,3.618
42.52,44.313,0.0,1.473,2.241,1.158,0.0,0.0,4.072
84.32,125.108,2.0,0.139,2.748,1.267,2.0,1.0,2.359
9.23,11.0,0.0,5.799,2.93,0.486,0.0,0.0,7.019
