0,1,2,3,4,5,6,7,target
3.24,3.124,0.0,2.193,2.048,1.241,1.0,0.0,4.385
0.0,0.0,0.0,3.677,2.324,0.868,0.0,0.0,5.001
75.74,93.694,3.0,2.195,4.365,1.086,2.0,0.0,5.132
29.46,53.683,1.0,1.246,2.031,1.114,0.0,0.0,3.68
61.35,36.022,2.0,1.628,2.231,0.75,2.0,0.0,3.298
17.07,25.145,0.0,1.769,1.989,0.927,0.0,0.0,3.976
115.41,71.512,0.0,1.919,2.72,1.291,1.0,0.0,7.671
37.3,67.828,1.0,0.996,1.746,1.547,0.0,1.0,3.358
50.94,76.132,1.0,3.77,3.091,1.081,3.0,0.0,4.01
20.23,42.683,1.0,1.859,1.918,0.949,0.0,0.0,3.76
15.79,0.0,1.0,1.834,2.176,0.81,1.0,0.0,5.069
12.53,11.0,0.0,-0.564,1.5,1.733,0.0,0.0,2.332
0.0,0.0,0.0,2.226,1.265,2.5,0.0,0.0,3.643
60.13,76.448,0.0,2.288,2.848,1.591,4.0,0.0,3.22
38.57,6.249,0.0,0.59,1.7,1.19,2.0,0.0,2.232
20.23,42.683,1.0,2.461,1.975,0.737,0.0,0.0,5.691
40.46,85.367,2.0,3.635,3.12,1.03,0.0,0.0,4.962
21.26,73.891,1.0,4.153,3.383,1.121,1.0,0.0,5.783
20.23,42.683,1.0,1.859,1.908,0.949,0.0,0.0,3.863
0.0,0.0,0.0,4.332,2.7,0.758,0.0,0.0,5.406
59.32,78.204,0.0,4.115,3.934,0.76,1.0,2.0,10.047
47.36,21.135,1.0,0.18,1.627,1.051,2.0,0.0,2.188
71.84,83.644,2.0,1.969,2.168,0.531,2.0,0.0,4.489
0.0,0.0,0.0,2.226,1.265,0.57,0.0,0.0,3.718
9.23,11.0,0.0,5.453,2.887,0.495,0.0,0.0,6.723
39.94,104.289,0.0,4.281,3.357,1.002,3.0,0.0,4.713
110.96,13.843,0.0,3.089,3.015,0.889,0.0,0.0,6.442
0.0,0.0,0.0,4.203,1.997,1.625,0.0,0.0,5.47
43.09,58.042,2.0,-0.38,1.401,1.151,1.0,1.0,2.649
62.73,86.378,2.0,2.273,2.478,1.254,5.0,0.0,3.331
215.34,327.629,3.0,0.189,4.677,1.333,0.0,4.0,6.064
0.0,0.0,0.0,3.795,1.975,0.657,0.0,0.0,5.42
20.31,28.269,0.0,2.821,2.502,1.283,1.0,1.0,3.078
26.02,32.897,2.0,2.127,1.908,0.597,1.0,0.0,5.19
58.56,75.965,0.0,1.648,2.689,1.675,4.0,0.0,7.037
49.33,85.839,2.0,1.06,2.272,1.007,1.0,1.0,4.216
90.37,131.635,3.0,0.332,2.706,1.313,3.0,1.0,2.072
0.0,0.0,0.0,2.419,1.225,0.667,0.0,0.0,3.74
0.0,0.0,0.0,2.851,1.989,0.938,0.0,0.0,3.533
29.46,53.683,1.0,3.028,2.225,0.548,0.0,0.0,6.176
88.03,86.378,2.0,2.273,2.575,1.159,5.0,0.0,3.63
37.3,67.828,1.0,2.06,2.06,1.529,0.0,1.0,3.08
17.07,25.145,0.0,0.202,1.334,1.66,0.0,0.0,2.815
0.0,0.0,0.0,1.672,1.334,0.562,0.0,0.0,2.642
124.73,67.257,0.0,1.02,2.969,0.946,1.0,2.0,5.6
64.18,0.0,0.0,-0.049,1.155,1.5,0.0,1.0,4.56
0.0,0.0,0.0,3.558,1.978,1.0,0.0,0.0,6.72
36.28,22.156,0.0,-0.317,1.225,1.333,0.0,0.0,0.495
92.14,107.097,1.0,4.275,4.174,1.174,1.0,1.0,4.112
46.53,78.828,1.0,2.354,2.455,0.743,0.0,1.0,3.783
52.04,65.794,4.0,0.893,1.918,0.732,2.0,0.0,4.263
20.23,42.683,1.0,1.94,1.997,1.61,0.0,0.0,3.226
118.65,210.6,1.0,3.773,3.759,0.95,1.0,2.0,4.501
75.01,128.306,1.0,1.146,3.505,1.232,3.0,1.0,3.674
9.23,11.0,0.0,2.274,2.15,1.754,0.0,0.0,3.7
