0,1,2,3,4,5,6,7,target
35.53,47.145,0.0,0.538,1.952,1.928,0.0,1.0,2.511
43.09,58.042,2.0,-0.38,1.401,1.151,1.0,1.0,2.649
45.82,50.747,0.0,2.241,2.119,0.942,1.0,0.0,4.01
0.0,0.0,0.0,4.416,2.591,0.723,0.0,0.0,5.641
47.58,62.119,0.0,3.133,2.324,0.467,2.0,2.0,6.21
49.41,71.18,1.0,4.761,3.537,1.147,2.0,2.0,4.307
26.3,36.145,0.0,0.996,1.723,1.805,0.0,1.0,2.827
58.2,116.232,2.0,3.508,3.281,0.803,2.0,1.0,7.802
0.0,0.0,0.0,4.76,2.859,0.7,0.0,0.0,6.173
52.6,72.29,0.0,4.737,3.907,1.595,0.0,2.0,5.749
20.23,42.683,1.0,2.193,1.96,1.02,0.0,0.0,4.038
56.15,36.022,2.0,3.112,2.997,0.701,2.0,0.0,3.531
96.31,77.727,1.0,1.126,3.536,1.157,3.0,0.0,3.594
0.0,0.0,0.0,4.366,2.031,0.57,0.0,0.0,5.55
12.53,11.0,0.0,1.533,2.274,1.026,0.0,0.0,4.018
28.24,0.0,0.0,3.169,2.224,0.711,0.0,0.0,4.756
215.34,327.629,3.0,0.189,4.677,1.333,0.0,4.0,6.064
69.48,142.262,0.0,4.096,3.884,1.169,2.0,1.0,5.742
37.3,67.828,1.0,0.133,1.401,1.582,0.0,1.0,3.17
12.89,16.786,0.0,3.051,2.727,0.8,1.0,0.0,4.851
41.13,61.166,2.0,3.988,3.169,0.627,2.0,0.0,7.478
102.78,20.263,0.0,3.322,2.901,0.874,0.0,0.0,7.676
336.43,551.098,16.0,-5.199,4.3,1.373,7.0,0.0,3.077
76.66,108.311,2.0,2.087,3.468,1.137,2.0,0.0,4.652
21.26,73.891,1.0,4.153,3.383,1.121,1.0,0.0,5.783
97.99,195.878,4.0,-1.204,2.214,1.066,0.0,1.0,3.177
116.67,180.366,4.0,-1.96,2.021,1.83,1.0,1.0,3.908
