0,1,2,3,4,5,6,7,target
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.49
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,41.54
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.51
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28.0,24.85
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.01
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.46
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56.0,65.7
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28.0,31.97
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.58
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100.0,49.99
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7.0,45.9
251.4,0.0,118.3,188.4,6.3,1028.4,757.7,3.0,13.12
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7.0,37.92
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.27
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.99
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.1
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.5
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.2
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.46
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28.0,28.63
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.6
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.64
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.52
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.81
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.8
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.7
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100.0,56.74
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,26.85
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.23
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.32
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3.0,13.62
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.83
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.74
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.54
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14.0,42.22
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.54
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28.0,43.73
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.89
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.82
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.45
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.89
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28.0,13.29
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.64
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.74
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.44
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28.0,46.68
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.1
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.31
182.0,45.2,122.0,170.2,8.2,1059.4,780.6,28.0,31.27
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.4
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28.0,47.4
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56.0,28.63
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.61
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3.0,15.52
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.65
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.35
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.73
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.9
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.44
167.9,42.1,163.8,121.8,5.7,1058.7,780.1,3.0,7.75
