0,1,2,3,4,5,6,7,target
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.51
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100.0,40.57
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.66
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3.0,13.82
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.03
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.17
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.18
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,79.99
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.06
168.9,42.2,124.2,158.3,10.8,1080.8,796.1,3.0,7.4
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.08
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.28
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100.0,44.3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.64
218.8,0.0,124.1,158.5,11.3,1078.7,794.9,3.0,15.34
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100.0,56.81
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3.0,15.44
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.92
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.86
451.0,0.0,0.0,165.0,11.2,1030.0,745.0,28.0,78.8
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.87
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.47
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56.0,39.59
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,38.6
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28.0,26.2
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.4
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.07
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3.0,14.4
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100.0,50.08
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.9
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.7
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.39
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.72
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.3
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.46
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.31
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.21
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28.0,41.41
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.16
252.3,0.0,98.8,146.2,14.2,987.8,889.0,100.0,60.95
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.07
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.97
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.9
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.05
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28.0,48.28
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14.0,25.62
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.74
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28.0,25.72
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.87
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56.0,42.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,57.03
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14.0,26.31
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.4
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100.0,66.42
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28.0,29.22
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.86
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.52
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3.0,9.85
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.02
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.48
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7.0,40.29
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3.0,18.02
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.4
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.54
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0,62.94
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100.0,56.74
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.7
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71
212.6,0.0,100.4,159.3,10.4,1003.8,903.8,56.0,44.4
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7.0,45.9
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.32
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.8
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.74
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.38
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.77
