0,1,2,3,4,5,6,7,target
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7.0,39.0
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100.0,42.92
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.42
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.29
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.29
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.29
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.7
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.74
190.3,0.0,125.2,161.8,9.9,1088.1,802.6,28.0,28.47
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56.0,45.08
173.5,50.0,173.5,164.8,6.5,1006.2,793.5,56.0,53.77
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.38
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.18
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0,44.3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,66.78
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.92
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.03
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22
251.8,0.0,99.9,146.1,12.3,1006.0,899.8,100.0,45.37
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.76
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14
251.4,0.0,118.3,188.4,5.8,1028.4,757.7,14.0,29.93
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.73
252.3,0.0,98.8,146.2,14.2,987.8,889.0,28.0,50.6
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.1
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14.0,24.92
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14.0,29.55
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.99
168.9,42.2,124.2,158.3,10.8,1080.8,796.1,56.0,39.15
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.8
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,36.45
