0,1,2,3,4,target
5000.0,12.3,0.1016,31.7,0.0418756,107.147
2000.0,2.0,0.2286,71.3,0.00293031,126.896
630.0,0.0,0.1524,31.7,0.00209405,125.997
5000.0,4.0,0.2286,71.3,0.00400603,121.118
8000.0,3.3,0.1016,55.5,0.002211,120.569
1000.0,2.7,0.1524,71.3,0.00243851,128.774
2000.0,2.0,0.2286,55.5,0.00313525,124.612
1250.0,0.0,0.3048,55.5,0.00283081,126.086
1000.0,7.2,0.1524,39.6,0.00909175,128.338
8000.0,22.2,0.0254,71.3,0.0214178,121.657
250.0,7.3,0.2286,39.6,0.0123481,131.889
3150.0,4.0,0.2286,71.3,0.00400603,124.108
3150.0,4.2,0.0508,39.6,0.00152689,133.587
1600.0,7.2,0.1524,39.6,0.00909175,120.058
630.0,17.4,0.0254,71.3,0.016104,122.606
630.0,8.9,0.1016,39.6,0.0124596,131.92
4000.0,0.0,0.0508,31.7,0.000812164,134.11
1000.0,4.0,0.3048,39.6,0.00579636,128.723
2000.0,15.4,0.0508,39.6,0.0282593,123.443
800.0,22.2,0.0254,71.3,0.0214178,123.227
1250.0,4.8,0.0254,39.6,0.000907475,125.026
8000.0,0.0,0.1524,31.7,0.00209405,117.957
630.0,6.7,0.1016,55.5,0.0052139,133.023
2000.0,7.2,0.1524,39.6,0.00909175,120.228
3150.0,12.6,0.1524,39.6,0.0584113,106.26
200.0,7.3,0.2286,39.6,0.0123481,130.989
800.0,2.0,0.2286,55.5,0.00313525,128.492
2000.0,15.4,0.0508,71.3,0.0264269,129.285
2000.0,0.0,0.1016,39.6,0.00146332,133.251
630.0,7.3,0.2286,31.7,0.0132672,126.189
500.0,15.4,0.0508,31.7,0.0289853,123.695
315.0,8.9,0.1016,71.3,0.0103088,136.583
800.0,1.5,0.3048,39.6,0.00392107,128.831
630.0,4.0,0.2286,55.5,0.0042862,129.964
1250.0,7.3,0.2286,55.5,0.0111706,125.724
800.0,17.4,0.0254,39.6,0.0172206,135.324
5000.0,9.5,0.0254,39.6,0.00449821,125.044
250.0,15.4,0.0508,39.6,0.0282593,122.893
1000.0,2.0,0.2286,55.5,0.00313525,129.002
5000.0,3.3,0.1016,71.3,0.00202822,127.054
12500.0,4.8,0.0254,55.5,0.000873218,125.094
1600.0,7.3,0.2286,55.5,0.0111706,123.354
500.0,8.4,0.0508,39.6,0.00566229,122.905
6300.0,17.4,0.0254,71.3,0.016104,119.916
3150.0,2.0,0.2286,55.5,0.00313525,123.742
2000.0,12.3,0.1016,71.3,0.0337792,122.218
250.0,4.0,0.3048,71.3,0.00497773,126.395
2500.0,0.0,0.2286,31.7,0.0027238,123.445
1000.0,11.2,0.0508,39.6,0.0150478,132.43
1250.0,2.0,0.2286,71.3,0.00293031,128.816
200.0,7.3,0.2286,31.7,0.0132672,128.679
1000.0,5.4,0.1524,31.7,0.00525474,128.241
1250.0,9.5,0.0254,71.3,0.00420654,131.656
3150.0,15.4,0.0508,55.5,0.0271925,123.46
800.0,15.4,0.0508,55.5,0.0271925,130.43
6300.0,5.3,0.2286,39.6,0.00614329,112.541
3150.0,11.2,0.0508,71.3,0.014072,127.141
1000.0,4.0,0.2286,55.5,0.0042862,132.134
1000.0,8.9,0.1016,39.6,0.0124596,129.58
2500.0,0.0,0.3048,31.7,0.00331266,120.755
500.0,3.0,0.3048,31.7,0.00529514,127.548
800.0,4.0,0.2286,39.6,0.00473801,130.469
20000.0,0.0,0.0254,71.3,0.000400682,123.217
1250.0,15.4,0.0508,71.3,0.0264269,130.845
400.0,17.4,0.0254,39.6,0.0172206,115.444
800.0,0.0,0.1524,31.7,0.00209405,129.117
1250.0,2.7,0.1524,71.3,0.00243851,130.144
10000.0,0.0,0.3048,31.7,0.00331266,108.265
1250.0,0.0,0.1524,71.3,0.0015988,128.927
10000.0,4.2,0.0508,39.6,0.00152689,116.967
3150.0,17.4,0.0254,55.5,0.0165706,124.101
1600.0,0.0,0.1016,31.7,0.00150092,133.553
1600.0,11.2,0.0508,71.3,0.014072,135.191
2500.0,5.3,0.2286,39.6,0.00614329,116.151
1250.0,3.3,0.1016,55.5,0.002211,132.769
6300.0,5.3,0.2286,71.3,0.0051942,116.92
6300.0,4.8,0.0254,55.5,0.000873218,135.164
250.0,5.3,0.2286,39.6,0.00614329,127.011
1250.0,0.0,0.0254,31.7,0.000439472,127.947
1600.0,0.0,0.0508,31.7,0.000812164,131.01
1000.0,15.4,0.0508,55.5,0.0271925,130.4
10000.0,7.2,0.1524,39.6,0.00909175,110.868
630.0,3.3,0.1016,31.7,0.00251435,128.952
2500.0,0.0,0.3048,55.5,0.00283081,124.106
10000.0,3.3,0.1016,39.6,0.00245138,115.321
200.0,17.4,0.0254,39.6,0.0172206,114.044
500.0,2.0,0.2286,39.6,0.00346574,125.157
