0,1,2,3,4,target
1250.0,7.3,0.2286,31.7,0.0132672,120.509
630.0,2.0,0.2286,39.6,0.00346574,127.417
315.0,6.7,0.1016,31.7,0.00592927,126.266
8000.0,0.0,0.3048,31.7,0.00331266,110.515
10000.0,0.0,0.3048,71.3,0.00266337,115.391
4000.0,9.5,0.0254,71.3,0.00420654,134.236
4000.0,0.0,0.0254,55.5,0.00041229,133.223
2000.0,2.0,0.2286,31.7,0.00372371,123.037
3150.0,2.0,0.2286,71.3,0.00293031,126.116
1250.0,9.9,0.1524,31.7,0.0252785,118.619
1000.0,0.0,0.1524,71.3,0.0015988,127.307
1600.0,4.8,0.0254,39.6,0.000907475,125.966
1600.0,4.0,0.3048,39.6,0.00579636,123.213
1600.0,6.7,0.1016,39.6,0.00578076,127.375
4000.0,2.7,0.1524,39.6,0.00294804,121.889
1000.0,12.6,0.1524,71.3,0.0483159,122.044
2500.0,12.7,0.0254,71.3,0.0121808,134.058
1250.0,8.9,0.1016,39.6,0.0124596,127.71
1250.0,19.7,0.0508,71.3,0.0341183,121.485
315.0,12.6,0.1524,71.3,0.0483159,128.484
8000.0,0.0,0.1016,71.3,0.00121072,125.465
250.0,9.5,0.0254,31.7,0.00461377,120.136
4000.0,17.4,0.0254,31.7,0.0176631,121.996
1600.0,0.0,0.2286,71.3,0.00214345,129.134
1600.0,12.6,0.1524,71.3,0.0483159,120.534
10000.0,4.8,0.0254,55.5,0.000873218,126.944
400.0,9.5,0.0254,55.5,0.0043284,120.952
500.0,3.0,0.3048,31.7,0.00529514,127.548
2000.0,17.4,0.0254,39.6,0.0172206,126.644
800.0,7.3,0.2286,55.5,0.0111706,128.444
5000.0,17.4,0.0254,39.6,0.0172206,119.854
1600.0,12.3,0.1016,31.7,0.0418756,114.477
4000.0,0.0,0.0508,31.7,0.000812164,134.11
3150.0,8.4,0.0508,55.5,0.00544854,128.402
8000.0,7.2,0.1524,39.6,0.00909175,111.588
6300.0,8.9,0.1016,39.6,0.0124596,113.11
1600.0,8.4,0.0508,39.6,0.00566229,130.965
2000.0,15.4,0.0508,55.5,0.0271925,127.04
400.0,15.4,0.0508,71.3,0.0264269,126.805
800.0,0.0,0.0508,31.7,0.000812164,122.79
500.0,19.7,0.0508,39.6,0.036484,128.444
3150.0,9.5,0.0254,31.7,0.00461377,128.536
315.0,1.5,0.3048,39.6,0.00392107,121.851
800.0,17.4,0.0254,39.6,0.0172206,135.324
8000.0,0.0,0.0508,31.7,0.000812164,126.59
5000.0,0.0,0.2286,39.6,0.00253511,122.175
4000.0,0.0,0.1016,71.3,0.00121072,130.935
800.0,0.0,0.0508,39.6,0.000791822,126.508
2000.0,2.7,0.1524,71.3,0.00243851,130.114
315.0,7.2,0.1524,71.3,0.00752039,128.713
2000.0,12.7,0.0254,71.3,0.0121808,134.228
12500.0,0.0,0.1016,71.3,0.00121072,119.375
630.0,12.6,0.1524,71.3,0.0483159,123.304
5000.0,2.0,0.2286,31.7,0.00372371,118.267
1250.0,0.0,0.1524,55.5,0.00172668,129.953
2500.0,0.0,0.1524,71.3,0.0015988,128.127
2000.0,22.2,0.0254,39.6,0.0229028,121.256
2500.0,9.9,0.1524,71.3,0.0193001,119.639
6300.0,15.4,0.0508,31.7,0.0289853,108.185
1000.0,5.3,0.2286,39.6,0.00614329,125.581
2500.0,2.0,0.2286,55.5,0.00313525,123.862
2000.0,0.0,0.1524,39.6,0.00193287,129.633
2500.0,17.4,0.0254,39.6,0.0172206,124.154
4000.0,5.3,0.2286,39.6,0.00614329,115.801
8000.0,4.8,0.0254,55.5,0.000873218,132.184
1600.0,15.4,0.0508,39.6,0.0282593,124.843
2500.0,9.9,0.1524,55.5,0.0208438,118.365
2000.0,4.0,0.2286,55.5,0.0042862,124.254
400.0,6.7,0.1016,31.7,0.00592927,128.296
1600.0,15.6,0.1016,39.6,0.0528487,114.554
200.0,12.3,0.1016,39.6,0.0408268,128.545
5000.0,9.9,0.1524,71.3,0.0193001,114.569
10000.0,0.0,0.3048,31.7,0.00331266,108.265
1250.0,5.4,0.1524,39.6,0.00485029,127.117
10000.0,0.0,0.0508,71.3,0.000740478,128.74
200.0,9.9,0.1524,31.7,0.0252785,127.299
1250.0,3.3,0.1016,71.3,0.00202822,132.304
200.0,17.4,0.0254,31.7,0.0176631,116.146
1600.0,7.3,0.2286,31.7,0.0132672,119.039
250.0,12.6,0.1524,39.6,0.0584113,115.89
