0,1,2,3,4,5,6,7,8,target
152.0,0.0,237.0,204.0,6.0,785.0,892.0,15.5,51.0,32.71
258.8,88.0,239.6,175.3,7.6,938.9,646.0,0.0,20.0,50.5
276.0,90.0,116.0,180.0,9.0,870.0,768.0,0.0,20.0,44.08
322.0,0.0,149.0,186.0,8.0,951.0,709.0,20.5,61.5,45.42
295.0,106.0,136.0,208.0,6.0,871.0,650.0,26.5,70.0,39.4
152.0,139.0,178.0,168.0,18.0,944.0,695.0,0.0,20.0,38.86
215.6,112.9,239.0,198.7,7.4,884.0,649.1,27.5,64.0,39.13
322.0,116.0,0.0,196.0,10.0,818.0,813.0,25.5,67.0,29.77
162.0,148.0,190.0,179.0,19.0,838.0,741.0,3.0,21.5,42.08
265.0,86.0,111.0,195.0,6.0,833.0,790.0,27.0,60.0,37.39
342.0,136.0,0.0,225.0,11.0,770.0,747.0,21.0,61.0,32.04
142.0,130.0,167.0,174.0,11.0,883.0,785.0,0.0,20.0,36.72
140.0,128.0,164.0,237.0,6.0,869.0,656.0,24.0,65.0,29.5
332.0,0.0,170.0,160.0,6.0,900.0,806.0,0.0,20.0,58.53
158.0,0.0,246.0,174.0,7.0,1035.0,706.0,19.0,43.0,34.99
261.0,78.0,100.0,201.0,9.0,864.0,761.0,23.0,63.5,34.18
163.0,149.0,191.0,180.0,12.0,843.0,746.0,0.0,20.0,41.14
354.0,0.0,0.0,234.0,6.0,959.0,691.0,17.0,54.0,33.91
143.3,91.8,239.8,200.8,6.2,964.8,647.1,25.0,55.0,27.09
184.3,153.4,239.2,179.0,7.5,920.2,640.9,0.0,20.0,41.01
326.0,0.0,167.0,174.0,6.0,884.0,792.0,21.5,42.0,52.65
356.0,142.0,0.0,193.0,11.0,801.0,778.0,8.0,30.0,36.46
288.0,0.0,121.0,177.0,7.0,908.0,829.0,22.5,48.5,39.93
294.0,106.0,136.0,207.0,6.0,747.0,778.0,24.0,47.0,41.27
248.3,101.0,239.1,168.9,7.7,954.2,640.6,0.0,20.0,49.97
160.2,0.3,240.0,233.5,9.2,781.0,841.1,24.0,75.0,36.19
