0,1,2,3,4,5,6,7,8,target
159.0,0.0,187.0,176.0,11.0,990.0,789.0,12.0,39.0,32.57
159.0,0.0,248.0,175.0,12.0,1041.0,683.0,21.0,51.0,35.39
140.2,44.8,234.9,171.3,5.5,1047.6,704.0,23.5,52.5,33.78
172.0,162.1,238.5,166.0,7.4,953.3,641.4,0.0,20.0,41.54
143.0,131.0,168.0,217.0,6.0,891.0,672.0,25.0,69.0,26.42
160.0,0.0,250.0,168.0,12.0,1049.0,688.0,18.0,48.0,37.66
366.0,0.0,187.0,191.0,7.0,824.0,757.0,24.75,62.7,52.65
314.0,0.0,161.0,207.0,6.0,851.0,757.0,21.5,64.0,41.14
137.0,167.0,214.0,226.0,6.0,708.0,757.0,27.5,70.0,34.45
322.0,0.0,149.0,186.0,8.0,951.0,709.0,20.5,61.5,45.42
142.0,130.0,167.0,174.0,11.0,883.0,785.0,0.0,20.0,36.72
165.3,143.2,238.3,200.4,7.1,883.2,652.6,17.0,27.0,32.84
172.8,158.3,239.5,166.4,7.4,952.6,644.1,0.0,20.0,41.81
140.1,11.8,226.1,207.8,4.9,1020.9,683.8,21.0,64.0,26.28
143.3,91.8,239.8,200.8,6.2,964.8,647.1,25.0,55.0,27.09
184.3,153.4,239.2,179.0,7.5,920.2,640.9,0.0,20.0,41.01
166.0,0.0,260.0,183.0,13.0,859.0,827.0,21.0,54.0,40.34
248.3,101.0,239.1,168.9,7.7,954.2,640.6,0.0,20.0,49.97
291.0,105.0,0.0,205.0,6.0,859.0,797.0,24.0,59.0,27.62
146.0,106.0,137.0,209.0,6.0,875.0,765.0,24.0,67.0,27.89
149.0,109.0,139.0,193.0,6.0,892.0,780.0,23.5,58.5,28.7
342.0,136.0,0.0,225.0,11.0,770.0,747.0,21.0,61.0,32.04
252.0,76.0,97.0,194.0,8.0,835.0,821.0,23.0,54.0,33.11
150.4,110.9,239.7,168.1,6.5,1000.2,667.2,9.5,27.5,37.92
305.0,100.0,0.0,196.0,10.0,959.0,705.0,20.0,49.0,29.77
296.0,97.0,0.0,219.0,9.0,932.0,685.0,15.0,48.5,29.23
322.0,116.0,0.0,196.0,10.0,818.0,813.0,25.5,67.0,29.77
298.0,107.0,0.0,186.0,6.0,879.0,815.0,3.0,20.0,30.97
320.0,127.0,164.0,211.0,6.0,721.0,723.0,2.0,20.0,46.36
280.0,92.0,118.0,207.0,9.0,883.0,679.0,25.5,64.0,37.39
150.3,111.4,238.8,167.3,6.5,999.5,670.5,14.5,36.5,38.19
145.0,106.0,136.0,208.0,10.0,751.0,883.0,24.5,61.0,26.02
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,14.5,42.5,32.44
318.0,126.0,0.0,210.0,6.0,861.0,737.0,17.5,48.0,31.77
308.0,111.0,142.0,217.0,10.0,783.0,686.0,25.0,70.0,42.08
354.0,0.0,0.0,234.0,6.0,959.0,691.0,17.0,54.0,33.91
273.0,82.0,105.0,210.0,9.0,904.0,680.0,23.0,62.0,34.99
