0,1,2,3,4,5,6,7,8,target
147.0,89.0,115.0,202.0,9.0,860.0,829.0,23.0,55.0,25.21
261.0,78.0,100.0,201.0,9.0,864.0,761.0,23.0,63.5,34.18
140.1,4.2,215.9,193.9,4.7,1049.5,710.1,24.5,57.0,26.42
158.0,0.0,246.0,174.0,7.0,1035.0,706.0,19.0,43.0,34.99
166.0,0.0,260.0,183.0,13.0,859.0,827.0,21.0,54.0,40.34
291.0,105.0,0.0,205.0,6.0,859.0,797.0,24.0,59.0,27.62
274.0,89.0,115.0,202.0,9.0,759.0,827.0,26.5,68.0,35.52
162.0,148.0,190.0,179.0,19.0,838.0,741.0,3.0,21.5,42.08
291.0,104.0,0.0,231.0,9.0,857.0,725.0,23.0,69.0,30.43
152.0,139.0,178.0,168.0,18.0,944.0,695.0,0.0,20.0,38.86
320.0,127.0,164.0,211.0,6.0,721.0,723.0,2.0,20.0,46.36
145.0,0.0,227.0,240.0,6.0,750.0,853.0,14.5,58.5,36.59
150.3,111.4,238.8,167.3,6.5,999.5,670.5,14.5,36.5,38.19
150.4,110.9,239.7,168.1,6.5,1000.2,667.2,9.5,27.5,37.92
140.2,44.8,234.9,171.3,5.5,1047.6,704.0,23.5,52.5,33.78
194.3,0.3,240.0,234.2,8.9,780.6,811.3,26.5,78.0,38.46
356.0,142.0,0.0,193.0,11.0,801.0,778.0,8.0,30.0,36.46
149.0,109.0,139.0,193.0,6.0,892.0,780.0,23.5,58.5,28.7
296.0,97.0,0.0,219.0,9.0,932.0,685.0,15.0,48.5,29.23
159.0,0.0,248.0,175.0,12.0,1041.0,683.0,21.0,51.0,35.39
142.0,130.0,167.0,215.0,6.0,735.0,836.0,25.5,67.0,31.37
252.0,76.0,97.0,194.0,8.0,835.0,821.0,23.0,54.0,33.11
322.0,0.0,149.0,186.0,8.0,951.0,709.0,20.5,61.5,45.42
299.0,107.0,0.0,210.0,10.0,881.0,745.0,25.0,63.0,28.29
248.0,101.0,239.9,169.1,7.7,949.9,644.1,2.0,20.0,50.23
314.0,0.0,161.0,207.0,6.0,851.0,757.0,21.5,64.0,41.14
153.0,0.0,239.0,200.0,6.0,1002.0,684.0,12.0,35.0,28.29
336.0,134.0,0.0,222.0,6.0,756.0,787.0,26.0,64.0,31.9
273.0,82.0,105.0,210.0,9.0,904.0,680.0,23.0,62.0,34.99
146.0,106.0,137.0,209.0,6.0,875.0,765.0,24.0,67.0,27.89
140.1,11.8,226.1,207.8,4.9,1020.9,683.8,21.0,64.0,26.28
326.0,0.0,167.0,174.0,6.0,884.0,792.0,21.5,42.0,52.65
154.0,112.0,144.0,220.0,10.0,923.0,658.0,20.0,64.0,26.82
295.3,0.0,239.9,236.2,8.3,780.3,722.9,25.0,77.0,44.08
287.0,94.0,121.0,188.0,9.0,904.0,696.0,25.0,61.0,43.01
152.0,0.0,237.0,204.0,6.0,785.0,892.0,15.5,51.0,32.71
304.0,0.0,140.0,214.0,6.0,895.0,722.0,19.0,51.0,38.46
265.0,86.0,111.0,195.0,6.0,833.0,790.0,27.0,60.0,37.39
278.0,0.0,117.0,205.0,9.0,875.0,799.0,19.0,48.0,32.71
165.0,150.0,0.0,182.0,12.0,1023.0,729.0,14.5,20.0,18.26
137.0,167.0,214.0,226.0,6.0,708.0,757.0,27.5,70.0,34.45
162.0,148.0,191.0,179.0,16.0,840.0,743.0,1.0,20.0,41.81
184.3,153.4,239.2,179.0,7.5,920.2,640.9,0.0,20.0,41.01
140.0,128.0,164.0,237.0,6.0,869.0,656.0,24.0,65.0,29.5
148.0,180.0,0.0,183.0,11.0,972.0,757.0,0.0,20.0,18.52
320.0,0.0,163.0,188.0,9.0,866.0,776.0,23.5,60.0,45.69
159.0,0.0,187.0,176.0,11.0,990.0,789.0,12.0,39.0,32.57
298.0,107.0,137.0,201.0,6.0,878.0,655.0,16.0,26.0,41.27
172.8,158.3,239.5,166.4,7.4,952.6,644.1,0.0,20.0,41.81
366.0,0.0,187.0,191.0,7.0,824.0,757.0,24.75,62.7,52.65
140.0,1.4,198.1,174.9,4.4,1049.9,780.5,16.25,31.0,30.83
248.3,101.0,239.1,168.9,7.7,954.2,640.6,0.0,20.0,49.97
295.0,106.0,136.0,208.0,6.0,871.0,650.0,26.5,70.0,39.4
159.0,116.0,149.0,175.0,15.0,953.0,720.0,23.5,54.5,34.05
275.0,99.0,127.0,184.0,13.0,810.0,790.0,25.75,64.5,43.54
280.0,92.0,118.0,207.0,9.0,883.0,679.0,25.5,64.0,37.39
288.0,0.0,121.0,177.0,7.0,908.0,829.0,22.5,48.5,39.93
143.3,91.8,239.8,200.8,6.2,964.8,647.1,25.0,55.0,27.09
310.0,0.0,143.0,168.0,10.0,914.0,804.0,20.5,48.2,49.3
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,14.5,42.5,32.44
295.0,106.0,136.0,206.0,11.0,750.0,766.0,25.0,68.5,41.01
298.0,107.0,0.0,186.0,6.0,879.0,815.0,3.0,20.0,30.97
349.0,0.0,178.0,230.0,6.0,785.0,721.0,20.0,68.5,43.95
313.0,112.0,0.0,220.0,10.0,794.0,789.0,23.0,58.0,28.16
342.0,136.0,0.0,225.0,11.0,770.0,747.0,21.0,61.0,32.04
303.8,0.2,239.8,236.4,8.3,780.1,715.3,25.0,78.0,44.48
165.3,143.2,238.3,200.4,7.1,883.2,652.6,17.0,27.0,32.84
140.2,30.5,239.0,169.4,5.3,1028.4,742.7,21.25,46.0,36.32
141.1,0.6,209.5,188.8,4.6,996.1,789.2,23.5,53.0,30.43
313.0,124.0,0.0,205.0,11.0,846.0,758.0,22.0,49.0,29.63
156.0,0.0,243.0,180.0,11.0,1022.0,698.0,21.0,57.0,33.78
