0,1,2,3,4,5,6,7,8,target
332.0,0.0,170.0,160.0,6.0,900.0,806.0,0.0,20.0,58.53
298.0,107.0,0.0,186.0,6.0,879.0,815.0,3.0,20.0,30.97
150.4,110.9,239.7,168.1,6.5,1000.2,667.2,9.5,27.5,37.92
146.0,178.0,0.0,192.0,11.0,961.0,749.0,18.0,46.0,17.19
275.0,99.0,127.0,184.0,13.0,810.0,790.0,25.75,64.5,43.54
261.0,78.0,100.0,201.0,9.0,864.0,761.0,23.0,63.5,34.18
322.0,116.0,0.0,196.0,10.0,818.0,813.0,25.5,67.0,29.77
146.0,106.0,137.0,209.0,6.0,875.0,765.0,24.0,67.0,27.89
142.0,130.0,167.0,174.0,11.0,883.0,785.0,0.0,20.0,36.72
140.0,128.0,164.0,237.0,6.0,869.0,656.0,24.0,65.0,29.5
143.0,131.0,168.0,217.0,6.0,891.0,672.0,25.0,69.0,26.42
291.0,104.0,0.0,231.0,9.0,857.0,725.0,23.0,69.0,30.43
288.0,0.0,121.0,177.0,7.0,908.0,829.0,22.5,48.5,39.93
342.0,136.0,0.0,225.0,11.0,770.0,747.0,21.0,61.0,32.04
160.0,0.0,250.0,168.0,12.0,1049.0,688.0,18.0,48.0,37.66
356.0,142.0,0.0,193.0,11.0,801.0,778.0,8.0,30.0,36.46
152.0,139.0,178.0,168.0,18.0,944.0,695.0,0.0,20.0,38.86
336.0,134.0,0.0,222.0,6.0,756.0,787.0,26.0,64.0,31.9
140.0,128.0,164.0,183.0,12.0,871.0,775.0,23.75,53.0,33.38
310.0,0.0,143.0,218.0,10.0,787.0,804.0,13.0,46.0,36.19
158.0,0.0,246.0,174.0,7.0,1035.0,706.0,19.0,43.0,34.99
321.0,0.0,164.0,190.0,5.0,870.0,774.0,24.0,60.0,45.82
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,14.5,42.5,32.44
148.0,180.0,0.0,183.0,11.0,972.0,757.0,0.0,20.0,18.52
140.2,44.8,234.9,171.3,5.5,1047.6,704.0,23.5,52.5,33.78
304.0,0.0,140.0,214.0,6.0,895.0,722.0,19.0,51.0,38.46
145.0,0.0,227.0,240.0,6.0,750.0,853.0,14.5,58.5,36.59
165.0,150.0,0.0,182.0,12.0,1023.0,729.0,14.5,20.0,18.26
320.0,0.0,163.0,188.0,9.0,866.0,776.0,23.5,60.0,45.69
320.0,127.0,164.0,211.0,6.0,721.0,723.0,2.0,20.0,46.36
287.0,94.0,121.0,188.0,9.0,904.0,696.0,25.0,61.0,43.01
159.0,193.0,0.0,208.0,12.0,821.0,818.0,23.0,50.0,19.19
299.0,107.0,0.0,210.0,10.0,881.0,745.0,25.0,63.0,28.29
159.0,0.0,187.0,176.0,11.0,990.0,789.0,12.0,39.0,32.57
273.0,82.0,105.0,210.0,9.0,904.0,680.0,23.0,62.0,34.99
366.0,0.0,187.0,191.0,7.0,824.0,757.0,24.75,62.7,52.65
258.8,88.0,239.6,175.3,7.6,938.9,646.0,0.0,20.0,50.5
297.1,40.9,239.9,194.0,7.5,908.9,651.8,27.5,67.0,49.17
313.0,112.0,0.0,220.0,10.0,794.0,789.0,23.0,58.0,28.16
143.3,91.8,239.8,200.8,6.2,964.8,647.1,25.0,55.0,27.09
313.0,124.0,0.0,205.0,11.0,846.0,758.0,22.0,49.0,29.63
137.0,167.0,214.0,226.0,6.0,708.0,757.0,27.5,70.0,34.45
153.0,0.0,239.0,200.0,6.0,1002.0,684.0,12.0,35.0,28.29
184.3,153.4,239.2,179.0,7.5,920.2,640.9,0.0,20.0,41.01
265.0,86.0,111.0,195.0,6.0,833.0,790.0,27.0,60.0,37.39
314.0,0.0,161.0,207.0,6.0,851.0,757.0,21.5,64.0,41.14
354.0,0.0,0.0,234.0,6.0,959.0,691.0,17.0,54.0,33.91
156.0,0.0,243.0,180.0,11.0,1022.0,698.0,21.0,57.0,33.78
326.0,0.0,167.0,174.0,6.0,884.0,792.0,21.5,42.0,52.65
148.0,109.0,139.0,193.0,7.0,768.0,902.0,23.75,58.0,28.03
248.3,101.0,239.1,168.9,7.7,954.2,640.6,0.0,20.0,49.97
194.3,0.3,240.0,234.2,8.9,780.6,811.3,26.5,78.0,38.46
278.0,0.0,117.0,205.0,9.0,875.0,799.0,19.0,48.0,32.71
248.0,101.0,239.9,169.1,7.7,949.9,644.1,2.0,20.0,50.23
159.0,116.0,149.0,175.0,15.0,953.0,720.0,23.5,54.5,34.05
159.0,0.0,248.0,175.0,12.0,1041.0,683.0,21.0,51.0,35.39
145.0,177.0,227.0,209.0,11.0,752.0,715.0,2.5,20.0,35.66
308.0,111.0,142.0,217.0,10.0,783.0,686.0,25.0,70.0,42.08
309.0,0.0,142.0,218.0,10.0,912.0,680.0,24.0,62.0,38.59
140.5,61.1,238.9,182.5,5.7,1017.7,681.4,24.5,60.0,30.97
348.7,0.1,223.1,208.5,9.6,786.2,758.1,29.0,78.0,48.77
295.0,106.0,136.0,208.0,6.0,871.0,650.0,26.5,70.0,39.4
162.0,148.0,190.0,179.0,19.0,838.0,741.0,3.0,21.5,42.08
160.2,0.3,240.0,233.5,9.2,781.0,841.1,24.0,75.0,36.19
145.0,106.0,136.0,208.0,10.0,751.0,883.0,24.5,61.0,26.02
322.0,0.0,149.0,186.0,8.0,951.0,709.0,20.5,61.5,45.42
307.0,110.0,0.0,189.0,10.0,904.0,765.0,22.0,40.0,31.5
147.0,89.0,115.0,202.0,9.0,860.0,829.0,23.0,55.0,25.21
155.4,122.1,240.0,179.9,6.7,966.8,652.5,14.5,41.5,35.52
252.0,76.0,97.0,194.0,8.0,835.0,821.0,23.0,54.0,33.11
349.0,0.0,178.0,230.0,6.0,785.0,721.0,20.0,68.5,43.95
