0,1,2,3,4,5,6,7,8,target
140.2,30.5,239.0,169.4,5.3,1028.4,742.7,21.25,46.0,36.32
276.0,90.0,116.0,180.0,9.0,870.0,768.0,0.0,20.0,44.08
348.7,0.1,223.1,208.5,9.6,786.2,758.1,29.0,78.0,48.77
313.0,124.0,0.0,205.0,11.0,846.0,758.0,22.0,49.0,29.63
273.0,82.0,105.0,210.0,9.0,904.0,680.0,23.0,62.0,34.99
172.0,162.1,238.5,166.0,7.4,953.3,641.4,0.0,20.0,41.54
354.0,0.0,0.0,234.0,6.0,959.0,691.0,17.0,54.0,33.91
140.1,11.8,226.1,207.8,4.9,1020.9,683.8,21.0,64.0,26.28
143.0,131.0,168.0,217.0,6.0,891.0,672.0,25.0,69.0,26.42
160.0,0.0,250.0,168.0,12.0,1049.0,688.0,18.0,48.0,37.66
322.0,116.0,0.0,196.0,10.0,818.0,813.0,25.5,67.0,29.77
274.0,89.0,115.0,202.0,9.0,759.0,827.0,26.5,68.0,35.52
322.0,0.0,149.0,186.0,8.0,951.0,709.0,20.5,61.5,45.42
320.0,127.0,164.0,211.0,6.0,721.0,723.0,2.0,20.0,46.36
153.0,0.0,239.0,200.0,6.0,1002.0,684.0,12.0,35.0,28.29
160.0,146.0,188.0,203.0,11.0,829.0,710.0,13.0,38.0,33.51
162.0,148.0,190.0,179.0,19.0,838.0,741.0,3.0,21.5,42.08
298.0,107.0,137.0,201.0,6.0,878.0,655.0,16.0,26.0,41.27
140.0,1.4,198.1,174.9,4.4,1049.9,780.5,16.25,31.0,30.83
298.0,107.0,0.0,186.0,6.0,879.0,815.0,3.0,20.0,30.97
336.0,134.0,0.0,222.0,6.0,756.0,787.0,26.0,64.0,31.9
154.0,141.0,181.0,234.0,11.0,797.0,683.0,23.0,65.0,33.51
140.5,61.1,238.9,182.5,5.7,1017.7,681.4,24.5,60.0,30.97
295.0,106.0,136.0,206.0,11.0,750.0,766.0,25.0,68.5,41.01
147.0,89.0,115.0,202.0,9.0,860.0,829.0,23.0,55.0,25.21
320.0,0.0,163.0,188.0,9.0,866.0,776.0,23.5,60.0,45.69
278.0,0.0,117.0,205.0,9.0,875.0,799.0,19.0,48.0,32.71
156.0,0.0,243.0,180.0,11.0,1022.0,698.0,21.0,57.0,33.78
321.0,0.0,164.0,190.0,5.0,870.0,774.0,24.0,60.0,45.82
291.0,104.0,0.0,231.0,9.0,857.0,725.0,23.0,69.0,30.43
140.2,44.8,234.9,171.3,5.5,1047.6,704.0,23.5,52.5,33.78
148.0,180.0,0.0,183.0,11.0,972.0,757.0,0.0,20.0,18.52
303.8,0.2,239.8,236.4,8.3,780.1,715.3,25.0,78.0,44.48
