0,1,2,3,4,5,6,7,8,target
145.0,177.0,227.0,209.0,11.0,752.0,715.0,2.5,20.0,35.66
140.0,128.0,164.0,237.0,6.0,869.0,656.0,24.0,65.0,29.5
288.0,0.0,121.0,177.0,7.0,908.0,829.0,22.5,48.5,39.93
152.0,139.0,178.0,168.0,18.0,944.0,695.0,0.0,20.0,38.86
313.0,112.0,0.0,220.0,10.0,794.0,789.0,23.0,58.0,28.16
148.0,180.0,0.0,183.0,11.0,972.0,757.0,0.0,20.0,18.52
166.0,0.0,260.0,183.0,13.0,859.0,827.0,21.0,54.0,40.34
194.3,0.3,240.0,234.2,8.9,780.6,811.3,26.5,78.0,38.46
142.0,130.0,167.0,174.0,11.0,883.0,785.0,0.0,20.0,36.72
322.0,116.0,0.0,196.0,10.0,818.0,813.0,25.5,67.0,29.77
310.0,0.0,143.0,218.0,10.0,787.0,804.0,13.0,46.0,36.19
291.0,104.0,0.0,231.0,9.0,857.0,725.0,23.0,69.0,30.43
148.0,109.0,139.0,193.0,7.0,768.0,902.0,23.75,58.0,28.03
152.0,0.0,237.0,204.0,6.0,785.0,892.0,15.5,51.0,32.71
305.0,100.0,0.0,196.0,10.0,959.0,705.0,20.0,49.0,29.77
294.0,106.0,136.0,207.0,6.0,747.0,778.0,24.0,47.0,41.27
146.0,178.0,0.0,192.0,11.0,961.0,749.0,18.0,46.0,17.19
140.1,11.8,226.1,207.8,4.9,1020.9,683.8,21.0,64.0,26.28
322.0,0.0,149.0,186.0,8.0,951.0,709.0,20.5,61.5,45.42
354.0,0.0,0.0,234.0,6.0,959.0,691.0,17.0,54.0,33.91
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,14.5,42.5,32.44
147.0,89.0,115.0,202.0,9.0,860.0,829.0,23.0,55.0,25.21
137.0,167.0,214.0,226.0,6.0,708.0,757.0,27.5,70.0,34.45
160.0,0.0,250.0,168.0,12.0,1049.0,688.0,18.0,48.0,37.66
291.0,105.0,0.0,205.0,6.0,859.0,797.0,24.0,59.0,27.62
349.0,0.0,178.0,230.0,6.0,785.0,721.0,20.0,68.5,43.95
274.0,89.0,115.0,202.0,9.0,759.0,827.0,26.5,68.0,35.52
172.8,158.3,239.5,166.4,7.4,952.6,644.1,0.0,20.0,41.81
154.0,112.0,144.0,220.0,10.0,923.0,658.0,20.0,64.0,26.82
332.0,0.0,170.0,160.0,6.0,900.0,806.0,0.0,20.0,58.53
154.0,141.0,181.0,234.0,11.0,797.0,683.0,23.0,65.0,33.51
160.2,0.3,240.0,233.5,9.2,781.0,841.1,24.0,75.0,36.19
153.0,0.0,239.0,200.0,6.0,1002.0,684.0,12.0,35.0,28.29
314.0,0.0,161.0,207.0,6.0,851.0,757.0,21.5,64.0,41.14
275.0,99.0,127.0,184.0,13.0,810.0,790.0,25.75,64.5,43.54
145.0,0.0,227.0,240.0,6.0,750.0,853.0,14.5,58.5,36.59
320.0,127.0,164.0,211.0,6.0,721.0,723.0,2.0,20.0,46.36
145.0,106.0,136.0,208.0,10.0,751.0,883.0,24.5,61.0,26.02
160.0,146.0,188.0,203.0,11.0,829.0,710.0,13.0,38.0,33.51
252.0,76.0,97.0,194.0,8.0,835.0,821.0,23.0,54.0,33.11
298.0,107.0,0.0,186.0,6.0,879.0,815.0,3.0,20.0,30.97
141.1,0.6,209.5,188.8,4.6,996.1,789.2,23.5,53.0,30.43
276.0,90.0,116.0,180.0,9.0,870.0,768.0,0.0,20.0,44.08
165.3,143.2,238.3,200.4,7.1,883.2,652.6,17.0,27.0,32.84
140.1,4.2,215.9,193.9,4.7,1049.5,710.1,24.5,57.0,26.42
309.0,0.0,142.0,218.0,10.0,912.0,680.0,24.0,62.0,38.59
159.0,193.0,0.0,208.0,12.0,821.0,818.0,23.0,50.0,19.19
140.2,44.8,234.9,171.3,5.5,1047.6,704.0,23.5,52.5,33.78
