0,1,2,3,4,5,6,7,8,target
159.0,116.0,149.0,175.0,15.0,953.0,720.0,23.5,54.5,34.05
332.0,0.0,170.0,160.0,6.0,900.0,806.0,0.0,20.0,58.53
184.3,153.4,239.2,179.0,7.5,920.2,640.9,0.0,20.0,41.01
356.0,142.0,0.0,193.0,11.0,801.0,778.0,8.0,30.0,36.46
143.0,131.0,168.0,217.0,6.0,891.0,672.0,25.0,69.0,26.42
298.0,107.0,0.0,186.0,6.0,879.0,815.0,3.0,20.0,30.97
154.0,112.0,144.0,220.0,10.0,923.0,658.0,20.0,64.0,26.82
141.1,0.6,209.5,188.8,4.6,996.1,789.2,23.5,53.0,30.43
295.3,0.0,239.9,236.2,8.3,780.3,722.9,25.0,77.0,44.08
322.0,0.0,149.0,186.0,8.0,951.0,709.0,20.5,61.5,45.42
274.0,89.0,115.0,202.0,9.0,759.0,827.0,26.5,68.0,35.52
309.0,0.0,142.0,218.0,10.0,912.0,680.0,24.0,62.0,38.59
159.0,0.0,187.0,176.0,11.0,990.0,789.0,12.0,39.0,32.57
140.0,1.4,198.1,174.9,4.4,1049.9,780.5,16.25,31.0,30.83
303.8,0.2,239.8,236.4,8.3,780.1,715.3,25.0,78.0,44.48
160.2,0.3,240.0,233.5,9.2,781.0,841.1,24.0,75.0,36.19
140.1,11.8,226.1,207.8,4.9,1020.9,683.8,21.0,64.0,26.28
295.0,106.0,136.0,208.0,6.0,871.0,650.0,26.5,70.0,39.4
265.0,86.0,111.0,195.0,6.0,833.0,790.0,27.0,60.0,37.39
287.0,94.0,121.0,188.0,9.0,904.0,696.0,25.0,61.0,43.01
145.0,106.0,136.0,208.0,10.0,751.0,883.0,24.5,61.0,26.02
145.0,0.0,227.0,240.0,6.0,750.0,853.0,14.5,58.5,36.59
147.0,89.0,115.0,202.0,9.0,860.0,829.0,23.0,55.0,25.21
310.0,0.0,143.0,218.0,10.0,787.0,804.0,13.0,46.0,36.19
307.0,110.0,0.0,189.0,10.0,904.0,765.0,22.0,40.0,31.5
194.3,0.3,240.0,234.2,8.9,780.6,811.3,26.5,78.0,38.46
288.0,0.0,121.0,177.0,7.0,908.0,829.0,22.5,48.5,39.93
348.7,0.1,223.1,208.5,9.6,786.2,758.1,29.0,78.0,48.77
294.0,106.0,136.0,207.0,6.0,747.0,778.0,24.0,47.0,41.27
172.8,158.3,239.5,166.4,7.4,952.6,644.1,0.0,20.0,41.81
160.0,146.0,188.0,203.0,11.0,829.0,710.0,13.0,38.0,33.51
342.0,136.0,0.0,225.0,11.0,770.0,747.0,21.0,61.0,32.04
142.0,130.0,167.0,174.0,11.0,883.0,785.0,0.0,20.0,36.72
291.0,105.0,0.0,205.0,6.0,859.0,797.0,24.0,59.0,27.62
354.0,0.0,0.0,234.0,6.0,959.0,691.0,17.0,54.0,33.91
308.0,111.0,142.0,217.0,10.0,783.0,686.0,25.0,70.0,42.08
163.0,149.0,191.0,180.0,12.0,843.0,746.0,0.0,20.0,41.14
150.4,110.9,239.7,168.1,6.5,1000.2,667.2,9.5,27.5,37.92
155.4,122.1,240.0,179.9,6.7,966.8,652.5,14.5,41.5,35.52
299.0,107.0,0.0,210.0,10.0,881.0,745.0,25.0,63.0,28.29
252.0,76.0,97.0,194.0,8.0,835.0,821.0,23.0,54.0,33.11
152.0,0.0,237.0,204.0,6.0,785.0,892.0,15.5,51.0,32.71
149.0,109.0,139.0,193.0,6.0,892.0,780.0,23.5,58.5,28.7
140.2,30.5,239.0,169.4,5.3,1028.4,742.7,21.25,46.0,36.32
140.0,128.0,164.0,237.0,6.0,869.0,656.0,24.0,65.0,29.5
275.0,99.0,127.0,184.0,13.0,810.0,790.0,25.75,64.5,43.54
318.0,126.0,0.0,210.0,6.0,861.0,737.0,17.5,48.0,31.77
150.3,111.4,238.8,167.3,6.5,999.5,670.5,14.5,36.5,38.19
304.0,0.0,140.0,214.0,6.0,895.0,722.0,19.0,51.0,38.46
215.6,112.9,239.0,198.7,7.4,884.0,649.1,27.5,64.0,39.13
296.0,97.0,0.0,219.0,9.0,932.0,685.0,15.0,48.5,29.23
162.0,148.0,190.0,179.0,19.0,838.0,741.0,3.0,21.5,42.08
349.0,0.0,178.0,230.0,6.0,785.0,721.0,20.0,68.5,43.95
313.0,112.0,0.0,220.0,10.0,794.0,789.0,23.0,58.0,28.16
320.0,0.0,163.0,188.0,9.0,866.0,776.0,23.5,60.0,45.69
159.0,0.0,248.0,175.0,12.0,1041.0,683.0,21.0,51.0,35.39
276.0,90.0,116.0,180.0,9.0,870.0,768.0,0.0,20.0,44.08
166.0,0.0,260.0,183.0,13.0,859.0,827.0,21.0,54.0,40.34
305.0,100.0,0.0,196.0,10.0,959.0,705.0,20.0,49.0,29.77
160.0,0.0,250.0,168.0,12.0,1049.0,688.0,18.0,48.0,37.66
278.0,0.0,117.0,205.0,9.0,875.0,799.0,19.0,48.0,32.71
326.0,0.0,167.0,174.0,6.0,884.0,792.0,21.5,42.0,52.65
140.0,128.0,164.0,183.0,12.0,871.0,775.0,23.75,53.0,33.38
162.0,148.0,191.0,179.0,16.0,840.0,743.0,1.0,20.0,41.81
366.0,0.0,187.0,191.0,7.0,824.0,757.0,24.75,62.7,52.65
140.5,61.1,238.9,182.5,5.7,1017.7,681.4,24.5,60.0,30.97
156.0,0.0,243.0,180.0,11.0,1022.0,698.0,21.0,57.0,33.78
146.0,106.0,137.0,209.0,6.0,875.0,765.0,24.0,67.0,27.89
165.0,150.0,0.0,182.0,12.0,1023.0,729.0,14.5,20.0,18.26
148.0,109.0,139.0,193.0,7.0,768.0,902.0,23.75,58.0,28.03
140.2,44.8,234.9,171.3,5.5,1047.6,704.0,23.5,52.5,33.78
