0,1,2,3,4,5,6,7,8,target
342.0,136.0,0.0,225.0,11.0,770.0,747.0,21.0,61.0,32.04
140.0,1.4,198.1,174.9,4.4,1049.9,780.5,16.25,31.0,30.83
215.6,112.9,239.0,198.7,7.4,884.0,649.1,27.5,64.0,39.13
320.0,0.0,163.0,188.0,9.0,866.0,776.0,23.5,60.0,45.69
318.0,126.0,0.0,210.0,6.0,861.0,737.0,17.5,48.0,31.77
147.0,89.0,115.0,202.0,9.0,860.0,829.0,23.0,55.0,25.21
140.1,4.2,215.9,193.9,4.7,1049.5,710.1,24.5,57.0,26.42
194.3,0.3,240.0,234.2,8.9,780.6,811.3,26.5,78.0,38.46
287.0,94.0,121.0,188.0,9.0,904.0,696.0,25.0,61.0,43.01
294.0,106.0,136.0,207.0,6.0,747.0,778.0,24.0,47.0,41.27
291.0,104.0,0.0,231.0,9.0,857.0,725.0,23.0,69.0,30.43
165.0,150.0,0.0,182.0,12.0,1023.0,729.0,14.5,20.0,18.26
160.0,0.0,250.0,168.0,12.0,1049.0,688.0,18.0,48.0,37.66
150.3,111.4,238.8,167.3,6.5,999.5,670.5,14.5,36.5,38.19
309.0,0.0,142.0,218.0,10.0,912.0,680.0,24.0,62.0,38.59
291.0,105.0,0.0,205.0,6.0,859.0,797.0,24.0,59.0,27.62
154.0,141.0,181.0,234.0,11.0,797.0,683.0,23.0,65.0,33.51
162.0,148.0,190.0,179.0,19.0,838.0,741.0,3.0,21.5,42.08
320.0,127.0,164.0,211.0,6.0,721.0,723.0,2.0,20.0,46.36
140.5,61.1,238.9,182.5,5.7,1017.7,681.4,24.5,60.0,30.97
150.4,110.9,239.7,168.1,6.5,1000.2,667.2,9.5,27.5,37.92
248.0,101.0,239.9,169.1,7.7,949.9,644.1,2.0,20.0,50.23
295.0,106.0,136.0,206.0,11.0,750.0,766.0,25.0,68.5,41.01
332.0,0.0,170.0,160.0,6.0,900.0,806.0,0.0,20.0,58.53
299.0,107.0,0.0,210.0,10.0,881.0,745.0,25.0,63.0,28.29
265.0,86.0,111.0,195.0,6.0,833.0,790.0,27.0,60.0,37.39
278.0,0.0,117.0,205.0,9.0,875.0,799.0,19.0,48.0,32.71
172.0,162.1,238.5,166.0,7.4,953.3,641.4,0.0,20.0,41.54
298.0,107.0,0.0,186.0,6.0,879.0,815.0,3.0,20.0,30.97
158.0,0.0,246.0,174.0,7.0,1035.0,706.0,19.0,43.0,34.99
276.0,90.0,116.0,180.0,9.0,870.0,768.0,0.0,20.0,44.08
172.8,158.3,239.5,166.4,7.4,952.6,644.1,0.0,20.0,41.81
148.0,109.0,139.0,193.0,7.0,768.0,902.0,23.75,58.0,28.03
248.3,101.0,239.1,168.9,7.7,954.2,640.6,0.0,20.0,49.97
349.0,0.0,178.0,230.0,6.0,785.0,721.0,20.0,68.5,43.95
