0,1,2,3,4,target
630.0,12.3,0.1016,31.7,0.0418756,119.287
200.0,17.4,0.0254,31.7,0.0176631,116.146
1000.0,19.7,0.0508,39.6,0.036484,118.904
400.0,5.4,0.1524,71.3,0.00401199,124.121
315.0,8.9,0.1016,39.6,0.0124596,135.38
400.0,15.4,0.0508,55.5,0.0271925,126.5
800.0,5.3,0.2286,39.6,0.00614329,129.491
315.0,4.0,0.2286,39.6,0.00473801,122.229
4000.0,15.4,0.0508,39.6,0.0282593,118.113
1250.0,0.0,0.0508,39.6,0.000791822,129.148
6300.0,0.0,0.2286,71.3,0.00214345,122.044
800.0,4.0,0.3048,71.3,0.00497773,131.755
6300.0,9.5,0.0254,31.7,0.00461377,120.726
630.0,3.3,0.1016,39.6,0.00245138,127.251
1250.0,6.7,0.1016,31.7,0.00592927,129.256
500.0,9.9,0.1524,31.7,0.0252785,127.179
1000.0,22.2,0.0254,39.6,0.0229028,128.416
2000.0,0.0,0.0508,71.3,0.000740478,131.06
630.0,12.6,0.1524,39.6,0.0584113,116.55
2500.0,1.5,0.3048,39.6,0.00392107,120.981
3150.0,8.4,0.0508,55.5,0.00544854,128.402
1600.0,0.0,0.3048,55.5,0.00283081,126.986
800.0,5.4,0.1524,71.3,0.00401199,131.281
1250.0,4.8,0.0254,39.6,0.000907475,125.026
4000.0,9.9,0.1524,55.5,0.0208438,112.945
2000.0,4.8,0.0254,71.3,0.000848633,128.398
250.0,4.0,0.2286,31.7,0.00509068,120.189
1250.0,12.3,0.1016,31.7,0.0418756,118.767
500.0,9.9,0.1524,55.5,0.0208438,127.815
2500.0,7.2,0.1524,71.3,0.00752039,124.353
630.0,0.0,0.3048,55.5,0.00283081,127.696
5000.0,4.0,0.2286,39.6,0.00473801,117.649
16000.0,0.0,0.3048,71.3,0.00266337,108.721
2500.0,22.2,0.0254,39.6,0.0229028,121.306
1000.0,8.4,0.0508,55.5,0.00544854,130.722
2500.0,0.0,0.1016,55.5,0.00131983,133.04
800.0,22.2,0.0254,71.3,0.0214178,123.227
1250.0,5.4,0.1524,55.5,0.00433288,130.777
630.0,15.6,0.1016,39.6,0.0528487,118.084
3150.0,15.6,0.1016,39.6,0.0528487,109.254
2000.0,4.8,0.0254,31.7,0.000930789,130.148
4000.0,11.2,0.0508,71.3,0.014072,122.471
1250.0,7.2,0.1524,39.6,0.00909175,122.428
2500.0,15.4,0.0508,55.5,0.0271925,125.63
400.0,7.2,0.1524,71.3,0.00752039,130.123
800.0,0.0,0.0508,31.7,0.000812164,122.79
4000.0,0.0,0.2286,31.7,0.0027238,122.035
8000.0,4.2,0.0508,39.6,0.00152689,120.397
2000.0,2.0,0.2286,71.3,0.00293031,126.896
2500.0,0.0,0.1524,55.5,0.00172668,127.763
800.0,3.3,0.1016,39.6,0.00245138,129.991
1000.0,6.7,0.1016,55.5,0.0052139,137.233
2000.0,1.5,0.3048,71.3,0.00336729,126.642
10000.0,1.5,0.3048,39.6,0.00392107,108.991
2500.0,4.0,0.2286,31.7,0.00509068,120.209
2000.0,15.6,0.1016,71.3,0.0437259,119.888
315.0,9.9,0.1524,71.3,0.0193001,135.459
400.0,0.0,0.3048,39.6,0.00310138,124.809
6300.0,0.0,0.2286,31.7,0.0027238,116.815
10000.0,0.0,0.1524,55.5,0.00172668,119.253
2000.0,4.0,0.2286,39.6,0.00473801,121.659
10000.0,0.0,0.3048,39.6,0.00310138,112.139
800.0,22.2,0.0254,39.6,0.0229028,137.076
4000.0,0.0,0.1524,31.7,0.00209405,123.807
200.0,15.4,0.0508,55.5,0.0271925,122.94
500.0,0.0,0.2286,31.7,0.0027238,126.675
3150.0,0.0,0.0508,31.7,0.000812164,135.49
4000.0,15.4,0.0508,31.7,0.0289853,115.635
250.0,9.5,0.0254,39.6,0.00449821,116.924
4000.0,3.3,0.1016,39.6,0.00245138,124.881
1600.0,3.3,0.1016,55.5,0.002211,133.649
2500.0,15.4,0.0508,31.7,0.0289853,119.945
4000.0,0.0,0.1016,55.5,0.00131983,129.5
3150.0,2.7,0.1524,71.3,0.00243851,127.054
250.0,5.3,0.2286,39.6,0.00614329,127.011
1000.0,15.4,0.0508,31.7,0.0289853,124.525
4000.0,1.5,0.3048,71.3,0.00336729,121.762
8000.0,0.0,0.0254,39.6,0.000428464,135.866
5000.0,4.0,0.2286,71.3,0.00400603,121.118
2500.0,4.0,0.2286,71.3,0.00400603,124.338
315.0,9.5,0.0254,31.7,0.00461377,122.766
400.0,7.2,0.1524,39.6,0.00909175,132.118
4000.0,1.5,0.3048,39.6,0.00392107,117.741
200.0,9.5,0.0254,39.6,0.00449821,116.074
1600.0,17.4,0.0254,31.7,0.0176631,126.846
3150.0,9.9,0.1524,31.7,0.0252785,112.209
500.0,8.9,0.1016,71.3,0.0103088,138.523
315.0,7.3,0.2286,39.6,0.0123481,132.149
1250.0,17.4,0.0254,71.3,0.016104,126.356
2500.0,6.7,0.1016,55.5,0.0052139,124.273
400.0,7.3,0.2286,55.5,0.0111706,135.924
1600.0,6.7,0.1016,71.3,0.00478288,136.678
1250.0,2.7,0.1524,39.6,0.00294804,130.829
630.0,7.3,0.2286,31.7,0.0132672,126.189
5000.0,17.4,0.0254,31.7,0.0176631,117.996
4000.0,22.2,0.0254,39.6,0.0229028,119.646
6300.0,0.0,0.0508,55.5,0.00076193,132.796
4000.0,9.5,0.0254,71.3,0.00420654,134.236
250.0,12.6,0.1524,71.3,0.0483159,129.744
630.0,9.9,0.1524,31.7,0.0252785,126.049
2500.0,0.0,0.0508,39.6,0.000791822,134.938
630.0,17.4,0.0254,55.5,0.0165706,122.411
800.0,0.0,0.1016,55.5,0.00131983,127.92
2500.0,3.0,0.3048,31.7,0.00529514,119.598
5000.0,0.0,0.0254,31.7,0.000439472,138.607
6300.0,9.9,0.1524,55.5,0.0208438,110.555
4000.0,0.0,0.0508,71.3,0.000740478,134.43
3150.0,0.0,0.1524,39.6,0.00193287,125.603
1000.0,17.4,0.0254,31.7,0.0176631,131.796
315.0,5.4,0.1524,31.7,0.00525474,125.741
4000.0,0.0,0.3048,55.5,0.00283081,121.106
2000.0,11.2,0.0508,39.6,0.0150478,124.42
630.0,3.3,0.1016,55.5,0.002211,126.599
800.0,9.9,0.1524,39.6,0.0233328,126.345
8000.0,1.5,0.3048,39.6,0.00392107,112.251
1600.0,3.3,0.1016,31.7,0.00251435,133.402
5000.0,7.3,0.2286,39.6,0.0123481,111.959
315.0,0.0,0.2286,31.7,0.0027238,120.595
3150.0,0.0,0.0508,55.5,0.00076193,134.826
2000.0,0.0,0.1524,71.3,0.0015988,128.647
2500.0,4.2,0.0508,71.3,0.00142788,131.978
6300.0,0.0,0.0254,31.7,0.000439472,138.537
630.0,0.0,0.1016,39.6,0.00146332,125.401
6300.0,9.5,0.0254,71.3,0.00420654,127.246
800.0,4.0,0.2286,71.3,0.00400603,130.688
8000.0,0.0,0.0508,55.5,0.00076193,130.156
5000.0,3.3,0.1016,39.6,0.00245138,122.371
1250.0,0.0,0.3048,31.7,0.00331266,124.355
12500.0,0.0,0.0254,39.6,0.000428464,129.116
8000.0,12.7,0.0254,71.3,0.0121808,120.538
315.0,12.6,0.1524,39.6,0.0584113,116.02
500.0,5.3,0.2286,39.6,0.00614329,132.251
10000.0,2.0,0.2286,71.3,0.00293031,113.086
6300.0,9.9,0.1524,31.7,0.0252785,108.689
5000.0,15.4,0.0508,71.3,0.0264269,119.135
5000.0,4.8,0.0254,31.7,0.000930789,135.248
5000.0,9.5,0.0254,39.6,0.00449821,125.044
6300.0,2.0,0.2286,71.3,0.00293031,120.786
800.0,4.8,0.0254,39.6,0.000907475,120.766
1000.0,0.0,0.0508,39.6,0.000791822,127.638
12500.0,0.0,0.0508,71.3,0.000740478,125.22
2500.0,0.0,0.1016,71.3,0.00121072,132.595
10000.0,0.0,0.0254,39.6,0.000428464,133.376
2000.0,15.6,0.1016,39.6,0.0528487,110.894
800.0,15.4,0.0508,71.3,0.0264269,131.515
10000.0,0.0,0.1016,31.7,0.00150092,115.893
10000.0,0.0,0.3048,31.7,0.00331266,108.265
6300.0,1.5,0.3048,71.3,0.00336729,118.122
2500.0,9.5,0.0254,55.5,0.0043284,134.152
3150.0,0.0,0.0254,71.3,0.000400682,137.007
8000.0,12.7,0.0254,39.6,0.0130253,120.607
2000.0,6.7,0.1016,55.5,0.0052139,129.653
3150.0,4.8,0.0254,39.6,0.000907475,133.436
3150.0,0.0,0.1524,71.3,0.0015988,129.377
1000.0,0.0,0.3048,71.3,0.00266337,125.201
1600.0,0.0,0.1524,39.6,0.00193287,131.013
3150.0,0.0,0.1524,55.5,0.00172668,127.753
1250.0,7.3,0.2286,39.6,0.0123481,123.189
2000.0,9.9,0.1524,71.3,0.0193001,120.779
8000.0,0.0,0.0508,71.3,0.000740478,130.89
500.0,15.6,0.1016,71.3,0.0437259,130.638
2500.0,0.0,0.2286,71.3,0.00214345,128.354
3150.0,8.4,0.0508,31.7,0.00580776,122.086
1600.0,15.4,0.0508,39.6,0.0282593,124.843
5000.0,5.4,0.1524,31.7,0.00525474,115.691
250.0,12.7,0.0254,71.3,0.0121808,119.698
250.0,4.0,0.3048,71.3,0.00497773,126.395
400.0,1.5,0.3048,39.6,0.00392107,124.001
1000.0,4.8,0.0254,39.6,0.000907475,122.956
1600.0,4.8,0.0254,39.6,0.000907475,125.966
12500.0,0.0,0.3048,71.3,0.00266337,112.241
2000.0,4.0,0.3048,39.6,0.00579636,120.963
8000.0,4.8,0.0254,31.7,0.000930789,127.008
800.0,0.0,0.2286,31.7,0.0027238,130.725
6300.0,3.0,0.3048,39.6,0.00495741,114.042
3150.0,4.2,0.0508,39.6,0.00152689,133.587
6300.0,7.3,0.2286,55.5,0.0111706,111.534
500.0,9.5,0.0254,31.7,0.00461377,126.886
10000.0,2.7,0.1524,39.6,0.00294804,112.589
500.0,7.2,0.1524,39.6,0.00909175,132.658
1250.0,17.4,0.0254,31.7,0.0176631,128.306
1000.0,0.0,0.1016,31.7,0.00150092,131.313
8000.0,5.3,0.2286,71.3,0.0051942,114.9
3150.0,4.8,0.0254,55.5,0.000873218,132.354
2500.0,12.7,0.0254,39.6,0.0130253,129.027
2500.0,8.9,0.1016,39.6,0.0124596,119.19
400.0,2.0,0.2286,55.5,0.00313525,122.292
200.0,12.3,0.1016,55.5,0.0368233,132.304
1250.0,8.4,0.0508,55.5,0.00544854,132.252
315.0,15.4,0.0508,71.3,0.0264269,126.195
1250.0,0.0,0.1016,31.7,0.00150092,133.063
800.0,15.6,0.1016,71.3,0.0437259,124.188
20000.0,0.0,0.2286,71.3,0.00214345,114.474
5000.0,5.4,0.1524,71.3,0.00401199,120.061
800.0,1.5,0.3048,71.3,0.00336729,127.122
1250.0,11.2,0.0508,39.6,0.0150478,130.05
2500.0,0.0,0.1016,39.6,0.00146332,132.611
1600.0,6.7,0.1016,31.7,0.00592927,124.346
1000.0,12.3,0.1016,39.6,0.0408268,122.435
8000.0,4.0,0.2286,71.3,0.00400603,112.848
200.0,12.6,0.1524,71.3,0.0483159,128.354
315.0,2.0,0.2286,39.6,0.00346574,120.137
4000.0,11.2,0.0508,39.6,0.0150478,115.52
315.0,3.0,0.3048,39.6,0.00495741,123.312
12500.0,4.8,0.0254,71.3,0.000848633,127.688
200.0,9.9,0.1524,39.6,0.0233328,127.315
2500.0,4.8,0.0254,39.6,0.000907475,131.236
1000.0,12.3,0.1016,31.7,0.0418756,119.777
1600.0,8.9,0.1016,39.6,0.0124596,123.82
5000.0,9.9,0.1524,71.3,0.0193001,114.569
800.0,2.0,0.2286,31.7,0.00372371,130.307
250.0,0.0,0.3048,31.7,0.00331266,118.595
6300.0,9.9,0.1524,71.3,0.0193001,112.039
1250.0,3.0,0.3048,55.5,0.00452492,127.329
2500.0,22.2,0.0254,71.3,0.0214178,126.097
4000.0,12.6,0.1524,39.6,0.0584113,104.5
2000.0,15.4,0.0508,55.5,0.0271925,127.04
2500.0,0.0,0.0508,55.5,0.00076193,133.956
4000.0,9.5,0.0254,31.7,0.00461377,126.736
8000.0,4.8,0.0254,55.5,0.000873218,132.184
630.0,5.4,0.1524,55.5,0.00433288,131.807
400.0,15.4,0.0508,31.7,0.0289853,123.705
630.0,3.0,0.3048,31.7,0.00529514,128.698
2500.0,6.7,0.1016,71.3,0.00478288,131.458
3150.0,12.3,0.1016,71.3,0.0337792,120.798
6300.0,4.0,0.2286,55.5,0.0042862,117.154
2000.0,2.0,0.2286,39.6,0.00346574,122.797
1250.0,12.7,0.0254,71.3,0.0121808,133.048
200.0,12.3,0.1016,71.3,0.0337792,130.588
800.0,11.2,0.0508,71.3,0.014072,136.031
500.0,5.4,0.1524,71.3,0.00401199,126.291
500.0,7.3,0.2286,39.6,0.0123481,130.299
800.0,7.3,0.2286,31.7,0.0132672,123.209
315.0,11.2,0.0508,39.6,0.0150478,128.99
315.0,2.0,0.2286,31.7,0.00372371,120.147
500.0,4.8,0.0254,31.7,0.000930789,116.128
6300.0,9.9,0.1524,39.6,0.0233328,109.885
2000.0,9.9,0.1524,39.6,0.0233328,117.925
2500.0,15.4,0.0508,39.6,0.0282593,122.413
1250.0,9.5,0.0254,55.5,0.0043284,132.202
630.0,2.0,0.2286,71.3,0.00293031,127.356
4000.0,15.4,0.0508,71.3,0.0264269,122.675
