0,1,2,3,4,target
1000.0,9.9,0.1524,31.7,0.0252785,122.149
1600.0,4.2,0.0508,71.3,0.00142788,124.318
1600.0,3.0,0.3048,55.5,0.00452492,124.439
6300.0,12.3,0.1016,31.7,0.0418756,107.267
1250.0,0.0,0.0508,39.6,0.000791822,129.148
400.0,17.4,0.0254,39.6,0.0172206,115.444
250.0,9.5,0.0254,39.6,0.00449821,116.924
400.0,9.5,0.0254,31.7,0.00461377,124.756
1250.0,15.4,0.0508,31.7,0.0289853,123.255
2500.0,4.2,0.0508,71.3,0.00142788,131.978
3150.0,0.0,0.1524,55.5,0.00172668,127.753
1000.0,8.4,0.0508,55.5,0.00544854,130.722
630.0,9.9,0.1524,39.6,0.0233328,126.465
1600.0,7.2,0.1524,71.3,0.00752039,130.893
3150.0,2.7,0.1524,39.6,0.00294804,122.919
1000.0,22.2,0.0254,39.6,0.0229028,128.416
6300.0,8.9,0.1016,71.3,0.0103088,117.253
4000.0,11.2,0.0508,71.3,0.014072,122.471
800.0,7.2,0.1524,39.6,0.00909175,132.358
250.0,17.4,0.0254,71.3,0.016104,113.796
800.0,1.5,0.3048,39.6,0.00392107,128.831
10000.0,12.7,0.0254,71.3,0.0121808,114.418
1600.0,2.0,0.2286,31.7,0.00372371,125.797
250.0,7.3,0.2286,31.7,0.0132672,130.089
1000.0,3.3,0.1016,55.5,0.002211,131.129
4000.0,17.4,0.0254,39.6,0.0172206,122.724
6300.0,0.0,0.3048,71.3,0.00266337,119.541
4000.0,0.0,0.1016,39.6,0.00146332,127.801
2500.0,12.3,0.1016,31.7,0.0418756,110.317
400.0,4.0,0.3048,39.6,0.00579636,128.633
800.0,8.4,0.0508,39.6,0.00566229,128.435
500.0,12.6,0.1524,39.6,0.0584113,114.9
500.0,0.0,0.3048,55.5,0.00283081,126.416
5000.0,17.4,0.0254,55.5,0.0165706,118.941
630.0,9.9,0.1524,55.5,0.0208438,127.315
630.0,22.2,0.0254,39.6,0.0229028,137.026
630.0,4.0,0.2286,39.6,0.00473801,129.579
1600.0,6.7,0.1016,71.3,0.00478288,136.678
1250.0,0.0,0.0254,31.7,0.000439472,127.947
630.0,3.0,0.3048,55.5,0.00452492,129.569
315.0,17.4,0.0254,31.7,0.0176631,118.416
1250.0,6.7,0.1016,39.6,0.00578076,132.395
1250.0,6.7,0.1016,71.3,0.00478288,137.658
8000.0,0.0,0.1016,39.6,0.00146332,122.341
4000.0,5.4,0.1524,31.7,0.00525474,116.181
800.0,15.4,0.0508,31.7,0.0289853,125.555
315.0,4.0,0.2286,31.7,0.00509068,123.609
1600.0,0.0,0.2286,71.3,0.00214345,129.134
3150.0,0.0,0.2286,55.5,0.00229336,125.16
5000.0,22.2,0.0254,71.3,0.0214178,125.727
2000.0,6.7,0.1016,71.3,0.00478288,134.568
6300.0,9.5,0.0254,71.3,0.00420654,127.246
400.0,7.3,0.2286,55.5,0.0111706,135.924
5000.0,17.4,0.0254,31.7,0.0176631,117.996
200.0,0.0,0.3048,39.6,0.00310138,118.129
2500.0,0.0,0.3048,71.3,0.00266337,125.571
6300.0,5.4,0.1524,55.5,0.00433288,117.287
500.0,4.0,0.2286,39.6,0.00473801,127.039
6300.0,12.3,0.1016,55.5,0.0368233,110.124
8000.0,12.7,0.0254,71.3,0.0121808,120.538
8000.0,3.0,0.3048,39.6,0.00495741,110.652
4000.0,17.4,0.0254,31.7,0.0176631,121.996
1000.0,4.8,0.0254,31.7,0.000930789,125.348
1000.0,0.0,0.2286,39.6,0.00253511,130.435
2500.0,4.8,0.0254,31.7,0.000930789,132.588
400.0,22.2,0.0254,39.6,0.0229028,123.416
500.0,19.7,0.0508,39.6,0.036484,128.444
500.0,12.3,0.1016,39.6,0.0408268,122.205
400.0,4.0,0.2286,39.6,0.00473801,123.879
1600.0,0.0,0.1524,55.5,0.00172668,130.183
5000.0,7.3,0.2286,39.6,0.0123481,111.959
1250.0,4.0,0.2286,39.6,0.00473801,128.339
1250.0,5.3,0.2286,39.6,0.00614329,125.721
8000.0,4.2,0.0508,71.3,0.00142788,125.268
1600.0,0.0,0.0254,39.6,0.000428464,124.156
5000.0,0.0,0.0508,55.5,0.00076193,134.556
1600.0,0.0,0.2286,39.6,0.00253511,127.095
500.0,6.7,0.1016,55.5,0.0052139,129.343
2500.0,7.2,0.1524,71.3,0.00752039,124.353
5000.0,17.4,0.0254,39.6,0.0172206,119.854
800.0,9.5,0.0254,31.7,0.00461377,130.746
3150.0,0.0,0.1524,71.3,0.0015988,129.377
10000.0,4.2,0.0508,71.3,0.00142788,121.238
3150.0,17.4,0.0254,31.7,0.0176631,123.466
630.0,8.4,0.0508,55.5,0.00544854,126.152
1000.0,15.6,0.1016,39.6,0.0528487,119.224
1600.0,0.0,0.0254,31.7,0.000439472,129.267
6300.0,0.0,0.1524,55.5,0.00172668,123.303
200.0,19.7,0.0508,71.3,0.0341183,118.005
1250.0,0.0,0.1524,39.6,0.00193287,131.023
1250.0,0.0,0.1016,71.3,0.00121072,130.335
1600.0,3.3,0.1016,31.7,0.00251435,133.402
4000.0,8.4,0.0508,55.5,0.00544854,122.612
16000.0,0.0,0.0254,71.3,0.000400682,130.477
4000.0,5.3,0.2286,39.6,0.00614329,115.801
6300.0,7.3,0.2286,39.6,0.0123481,110.839
2000.0,3.3,0.1016,31.7,0.00251435,131.642
4000.0,2.7,0.1524,39.6,0.00294804,121.889
2000.0,4.0,0.3048,39.6,0.00579636,120.963
4000.0,4.0,0.3048,71.3,0.00497773,119.535
315.0,11.2,0.0508,71.3,0.014072,128.381
630.0,4.0,0.2286,71.3,0.00400603,129.038
2000.0,5.3,0.2286,71.3,0.0051942,125.89
800.0,9.9,0.1524,39.6,0.0233328,126.345
200.0,7.3,0.2286,39.6,0.0123481,130.989
6300.0,2.7,0.1524,71.3,0.00243851,121.944
1000.0,0.0,0.3048,55.5,0.00283081,126.966
1000.0,8.9,0.1016,39.6,0.0124596,129.58
1250.0,12.3,0.1016,55.5,0.0368233,124.214
8000.0,5.4,0.1524,55.5,0.00433288,114.927
200.0,15.6,0.1016,39.6,0.0528487,123.514
630.0,17.4,0.0254,31.7,0.0176631,136.886
3150.0,3.3,0.1016,39.6,0.00245138,128.401
4000.0,4.0,0.3048,39.6,0.00579636,115.863
800.0,9.9,0.1524,55.5,0.0208438,126.565
12500.0,0.0,0.1524,71.3,0.0015988,117.087
1600.0,3.3,0.1016,55.5,0.002211,133.649
4000.0,0.0,0.0508,39.6,0.000791822,135.308
2500.0,5.3,0.2286,39.6,0.00614329,116.151
8000.0,0.0,0.0254,55.5,0.00041229,136.163
1000.0,2.0,0.2286,55.5,0.00313525,129.002
315.0,15.4,0.0508,31.7,0.0289853,122.845
6300.0,5.3,0.2286,71.3,0.0051942,116.92
250.0,12.3,0.1016,39.6,0.0408268,129.675
3150.0,0.0,0.1524,39.6,0.00193287,125.603
3150.0,7.2,0.1524,71.3,0.00752039,116.783
500.0,7.2,0.1524,39.6,0.00909175,132.658
315.0,7.3,0.2286,39.6,0.0123481,132.149
8000.0,0.0,0.1524,55.5,0.00172668,121.903
5000.0,7.2,0.1524,71.3,0.00752039,118.343
800.0,5.4,0.1524,71.3,0.00401199,131.281
16000.0,0.0,0.0254,39.6,0.000428464,124.986
1600.0,0.0,0.3048,31.7,0.00331266,122.365
6300.0,5.4,0.1524,39.6,0.00485029,116.677
